alg,notes
B2 D2 B' U' B D2 B U B,
D L U L' U2 D' R U' R',
R2 D2 R U R' D2 R' U' R',
U' D B U B' D' L U2 L',
U2 R U2 B' R2 U R U2 B,
U2 R U2 R' B' L' B2 L B,
D B' U' B U2 D' F' U F,
