alg,notes
B' F' U' B U' F,
B' F' U' F U B,
B' F' U' F U' B,
B' F' U' F U2 B,
B' F' U2 B U2 F,
B' F' U2 F U B,
B' F' U2 F U' B,
B' F' U2 F U2 B,
B' R U B' R' B2,
B' R U R' U B,
B' R U R' U' B,
B' R U R' U2 B,
B' U B R U' R',
B' U F' U B F,
B' U R U' R' B,
B' U' B F' U2 F,
B' U' B R U2 R',
B' U' F' U B F,
B' U2 F' U2 B F,
B' U2 R U2 R' B,
B' U2 R2 B' R2 B2,
B2 R B U2 R' B,
B2 R2 B R2 U B,
B2 R2 B R2 U' B,
B2 R2 B R2 U2 B,
D2 F R' F' R D2,
D2 R' F R F' D2,
F' L U F' L' F2,
F' L U L' U' F,
F' L U L' U2 F,
F' L U' F' L' F2,
F' L U' L' U' F,
F' L U2 L' U' F,
F' U B' U B F,
F' U B' U2 B F,
F' U L U' L' F,
F' U L2 F' L2 F2,
F' U' B' F U B,
F' U' B' F U' B,
F' U' B' F U2 B,
F' U' B' U2 B F,
F' U' F L U L',
F' U' F L U' L',
F' U' F L U2 L',
F' U2 B' U2 B F,
F' U2 L U L' F,
F' U2 L U' L' F,
F' U2 L U2 L' F,
F2 L F U' L' F,
L F' U' F U L',
L F' U' F U' L',
L F' U' F U2 L',
L F' U' L F L2,
L R U L' U R',
L R U R' U L',
L R U R' U' L',
L R U R' U2 L',
L R U2 L' U2 R',
L R U2 R' U L',
L R U2 R' U' L',
L R U2 R' U2 L',
L U L' F' U2 F,
L U L' R U2 R',
L U R U' L' R',
L U' F' U F L',
L U' L' F' U F,
L U' R U' L' R',
L U2 F' U2 F L',
L U2 F2 L F2 L2,
L U2 R U2 L' R',
L2 F' L' U2 F L',
L2 F2 L' F2 U L',
L2 F2 L' F2 U' L',
L2 F2 L' F2 U2 L',
R B' U B U R',
R B' U R B R2,
R B' U' B U R',
R B' U' B U2 R',
R B' U' R B R2,
R B' U2 B U R',
R U L R' U L',
R U L R' U' L',
R U L R' U2 L',
R U L U2 L' R',
R U R' B' U B,
R U R' B' U' B,
R U R' B' U2 B,
R U' B' U B R',
R U' B2 R B2 R2,
R U' L U' L' R',
R U' L U2 L' R',
R U2 B' U B R',
R U2 B' U' B R',
R U2 B' U2 B R',
R U2 L U2 L' R',
R2 B' R' U B R',
U B' R U' B' R' B2,
U B' R U' R' U' B,
U B' R U' R' U2 B,
U B' U B R U2 R',
U B' U F' U2 B F,
U B' U R U2 R' B,
U B' U R2 B' R2 B2,
U B' U' B F' U' F,
U B' U' B R U R',
U B' U' F' U' B F,
U B' U2 B F' U2 F,
U B' U2 B R U2 R',
U B' U2 F' U B F,
U B' U2 R U R' B,
U B2 R B U' R' B,
U B2 R U' R' U B2,
U B2 U' R U R' B2,
U F' U L U2 L' F,
U F' U2 B' U B F,
U F2 L2 F L2 U' F,
U F2 L2 F L2 U2 F,
U L R U L' U' R',
U L R U' L' U' R',
U L R U2 L' U' R',
U L U L' R U' R',
U L U' L' R U' R',
U L U2 L' F' U' F,
U L U2 L' R U R',
U L U2 L' R U' R',
U L U2 R U L' R',
U L2 F' L' U' F L',
U R B' U B U2 R',
U R B' U2 B U2 R',
U R B' U2 R B R2,
U R U B' U B R',
U R U B' U2 B R',
U R U L U' L' R',
U R U' L R' U L',
U R U' L R' U' L',
U R U' L R' U2 L',
U R U' R' B' U B,
U R U' R' B' U' B,
U R U' R' B' U2 B,
U R U2 B2 R B2 R2,
U R U2 L U L' R',
U R2 B' R' U' B R',
U R2 B2 R' B2 U' R',
U' B' F' U B U F,
U' B' F' U' B U F,
U' B' F' U2 B U F,
U' B' U B F' U F,
U' B' U' B F' U F,
U' B' U2 B F' U F,
U' B' U2 B F' U' F,
U' B' U2 B R U R',
U' B' U2 F' U' B F,
U' B2 R B U R' B,
U' F' L U' L' U2 F,
U' F' L U2 F' L' F2,
U' F' L U2 L' U2 F,
U' F' U B' F U B,
U' F' U B' F U' B,
U' F' U B' F U2 B,
U' F' U F L U L',
U' F' U F L U' L',
U' F' U F L U2 L',
U' F' U' B' U B F,
U' F' U' L U' L' F,
U' F' U' L U2 L' F,
U' F' U2 B' U' B F,
U' F' U2 L2 F' L2 F2,
U' F2 L F U L' F,
U' F2 L2 F L2 U F,
U' L F' U F U L',
U' L F' U F U2 L',
U' L F' U L F L2,
U' L U L' F' U' F,
U' L U L' R U R',
U' L U R U L' R',
U' L U' F' U2 F L',
U' L U' F2 L F2 L2,
U' L U' L' F' U2 F,
U' L U' R U2 L' R',
U' L U2 F' U' F L',
U' L U2 L' F' U2 F,
U' L U2 L' R U2 R',
U' L U2 R U' L' R',
U' L2 F' L' U F L',
U' L2 F' U F U' L2,
U' L2 U F' U' F L2,
U' R U' B' U2 B R',
U' R U2 L U' L' R',
U' R2 B2 R' B2 U R',
U' R2 B2 R' B2 U2 R',
U2 B' F' U B U2 F,
U2 B' F' U F U B,
U2 B' F' U F U2 B,
