htm,alg,notes
12,B F' D' U B' F R2 B F' D B' F,
12,B F' D' U L2 B' F D' U' B F' D,
12,B F' D' U' B' F L2 D U' B F' D',
12,B F' D' U' B' F R B F' D B' F,
12,B F' D' U' L R' U2 L' R D B F,
12,B F' D2 L R' B' L' R B' F L' R,
12,B F' L R B F' D2 F L R' B F,
12,B F' L R' B F' R' B' F D2 L' R,
12,B F' L' R F L' R B' F L R' D2,
12,B F' L' R F' L R' D2 B' F L' R',
12,B F' U D B F' L' B' F D' B' F,
12,B F' U D B F' L2 B' F D' B' F,
12,B F' U D B' F R2 U D B F' D',
12,B F' U D' B' F R' B F' D B' F,
12,B F' U D' B' F R2 B F' D B' F,
12,B F' U D' L2 B' F U' D' B F' D,
12,B F' U' D B F' L B' F D' B' F,
12,B F' U' D B' F U B F' D' B' F,
12,B F' U' D B' F U' B F' D' B' F,
12,B F' U' D B' F U2 B F' D' B' F,
12,B F' U' D' B' F L2 U' D B F' D',
12,B F' U' D' B' F R B F' D B' F,
12,B F' U' D' L R' U2 L' R D B F,
12,B U B' F2 U' F U' F' U2 F U F,
12,B' F D U B F' L2 D U' B' F D',
12,B' F D' U L2 B F' D U B' F D,
12,B' F D' U' L R D2 L' R D' B F,
12,B' F D2 L' R' B F' L B F' L' R',
12,B' F L' R B F' L' B F' L R' D2,
12,B' F R' B F' F' U' F U B' R B,
12,B' F R' F' R B R' F' U' F U R,
12,B' F R' F' R B2 U2 B' U' B U' B',
12,B' F R2 D' U B F' D' U' B' F' D,
12,B' F R2 U D' B F' U' D' B' F' D,
12,B' F U D B F' L2 U' D B' F D',
12,B' F U D' L2 B F' U D B' F D,
12,B' F U' D' L R D2 L' R D' B F,
12,B' F' D B F' L B' F D' U' B F,
12,B' F' D B F' L B' F U' D' B F,
12,B' F' D B F' L' B' F D' U' B F,
12,B' F' D B F' L' B' F U' D' B F,
12,B' F' D B F' L2 B' F D' U B F,
12,B' F' D B F' L2 B' F U D' B F,
12,B' F' D L' R' D2 L' R' D U B' F',
12,B' F' D U B F' L B' F D' B F,
12,B' F' D U B F' L' B' F D' B F,
12,B' F' D U B F' L2 B' F D' B F,
12,B' F' D U' B F' L B' F D' B F,
12,B' F' D U' B F' L' B' F D' B F,
12,B' F' D' B' F R B F' D U B F,
12,B' F' D' B' F R B F' U D B F,
12,B' F' D' B' F R' B F' D U B F,
12,B' F' D' B' F R' B F' U D B F,
12,B' F' D' B' F R2 B F' D U B F,
12,B' F' D' B' F R2 B F' U D B F,
12,B' F' D' L R U2 L R D U' B' F',
12,B' F' D' L R' U2 L' R D U' B' F,
12,B' F' D' L R' U2 L' R U' D B' F,
12,B' F' D' U B F' D' U B' F L2 D,
12,B' F' D' U B' F R B F' D B F,
12,B' F' D' U B' F R' B F' D B F,
12,B' F' D' U B' F R2 B F' D B F,
12,B' F' D' U' B F' D U' R2 B' F D',
12,B' F' D' U' B F' D' U B' F L2 D,
12,B' F' D' U' B' F R B F' D B F,
12,B' F' D' U' B' F R' B F' D B F,
12,B' F' D' U' L R' U2 L' R D B' F,
12,B' F' L R' D2 B' F L' B F' L' R,
12,B' F' L' R F' D2 B' F L' R' B' F,
12,B' F' U D B F' L B' F D' B F,
12,B' F' U D B F' L' B' F D' B F,
12,B' F' U D B F' L2 B' F D' B F,
12,B' F' U D' B F' U D' B' F L2 D,
12,B' F' U D' B' F R B F' D B F,
12,B' F' U D' B' F R' B F' D B F,
12,B' F' U D' B' F R2 B F' D B F,
12,B' F' U' D B F' L B' F D' B F,
12,B' F' U' D B F' L' B' F D' B F,
12,B' F' U' D' B F' U D' B' F L2 D,
12,B' F' U' D' B F' U' D R2 B' F D',
12,B' F' U' D' B' F R B F' D B F,
12,B' F' U' D' B' F R' B F' D B F,
12,B' F' U' D' L R' U2 L' R D B' F,
12,B2 L' R D U' L R' D U L R D',
12,B2 L' R U' D L R' U D L R D',
12,D B F D' U B' F D' U B F' L2,
12,D B F U D' B' F U D' B F' L2,
12,D B F' D' U L2 B' F D' U' B F',
12,D B F' R2 D' U B' F D U B F,
12,D B F' R2 U D' B' F U D B F,
12,D B F' U D' L2 B' F U' D' B F',
12,D B' F D U' B F' R2 D' U' B' F,
12,D B' F D' U L2 B F' D U B' F,
12,D B' F D' U' R2 B F' D' U B' F,
12,D B' F D' U' R2 B F' D' U' B' F,
12,D B' F U D' L2 B F' U D B' F,
12,D B' F U' D B F' R2 U' D' B' F,
12,D B' F U' D' R2 B F' U D' B' F,
12,D B' F U' D' R2 B F' U' D' B' F,
12,D B' F' D' U B F' D' U B' F L2,
12,D B' F' U D' B F' U D' B' F L2,
12,D F2 L R' D' U L' R D' U L' R',
12,D F2 L R' D' U L' R D' U' L' R',
12,D F2 L R' U D' L' R U D' L' R',
12,D F2 L R' U D' L' R U' D' L' R',
12,D F2 L' R D' U L R' D' U L R,
12,D F2 L' R U D' L R' U D' L R,
12,D L R' D U L' R F2 D' U L R',
12,D L R' D' U L' R' D' U L R F2,
12,D L R' D' U' L' R' D' U L R F2,
12,D L R' U D L' R F2 U D' L R',
12,D L R' U D' L' R' U D' L R F2,
12,D L' R D' U' L R' F2 D' U L' R,
12,D L' R D' U' L R' F2 D' U' L' R,
12,D L' R D' U' L' R' D' U L R B2,
12,D L' R F2 D' U L R' D U' L R,
12,D L' R F2 U D' L R' U' D L R,
12,D L' R U' D' L R' F2 U D' L' R,
12,D L' R U' D' L R' F2 U' D' L' R,
12,D L' R' D' U' L' R D' U B2 L R',
12,D L' R' D' U' L' R D' U L R' B2,
12,D L' R' U' D' L' R U D' B2 L R',
12,D L' R' U' D' L' R U D' L R' B2,
12,D L2 B' F' D' U B F D' U B F',
12,D L2 B' F' U D' B F U D' B F',
12,D U B F L' R B' L R' B' F' D',
12,D U B F L' R B2 L R' B' F' D',
12,D U B F L' R D2 L R' B F' D',
12,D U B F L' R' D' L R B' F' D',
12,D U B F L' R' D2 L R B' F' D',
12,D U B F' D U' L D' U B' F D',
12,D U B F' L R' U2 L' R B F D',
12,D U B' F D' U R D U' B F' D',
12,D U B' F D' U' L2 D' U B F' D,
12,D U B' F D' U' R2 B F' D' B' F,
12,D U B' F L' R D2 L R' B' F' D',
12,D U B' F' L R' U2 L' R B' F D',
12,D U B' F' L' R' U' L R B F D',
12,D U B' F' L' R' U2 L R B F D',
12,D U F2 L R' D' U L' R D' L' R',
12,D U L R B F U' B' F' L' R' D',
12,D U L R B F U2 B' F' L' R' D',
12,D U L R B F' U2 B' F L' R D',
12,D U L R' B F' U2 B' F L' R' D',
12,D U L' R B' F D2 B F' L R D',
12,D U L' R D' U F2 D' U' L R' D,
12,D U L' R D' U' L R' F2 D' L' R,
12,D U L' R' B F D' B' F' L R D',
12,D U L' R' B F D2 B' F' L R D',
12,D U L' R' B' F D2 B F' L R' D',
12,D U L' R' B' F R B F' L R D',
12,D U L' R' B' F R2 B F' L R D',
12,D U' B F L' R B L R' B' F' D',
12,D U' B F L' R B2 L R' B' F' D',
12,D U' B F L' R D2 L R' B F' D',
12,D U' B F L' R' D L R B' F' D',
12,D U' B F L' R' D2 L R B' F' D',
12,D U' B F' D U' L D' U B' F D',
12,D U' B F' D U' L' D' U B' F D',
12,D U' B F' L R' U2 L' R B F D',
12,D U' B' F D U' B F' R2 D' B' F,
12,D U' B' F D' U L2 B F' D B' F,
12,D U' B' F D' U R D U' B F' D',
12,D U' B' F D' U R' D U' B F' D',
12,D U' B' F D' U' L2 D' U B F' D,
12,D U' B' F L' R D2 L R' B' F' D',
12,D U' B' F' L R' U2 L' R B' F D',
12,D U' B' F' L' R' U L R B F D',
12,D U' B' F' L' R' U2 L R B F D',
12,D U' L R B F U B' F' L' R' D',
12,D U' L R B F U2 B' F' L' R' D',
12,D U' L R B F' U2 B' F L' R D',
12,D U' L R' B F' U2 B' F L' R' D',
12,D U' L R' B' F R' B F' L' R D',
12,D U' L R' D L' R F2 D' U L R',
12,D U' L' R B' F D2 B F' L R D',
12,D U' L' R D' U F2 D' U' L R' D,
12,D U' L' R D' U' L R' F2 D' L' R,
12,D U' L' R' B F D B' F' L R D',
12,D U' L' R' B F D2 B' F' L R D',
12,D U' L' R' B' F D2 B F' L R' D',
12,D U' L' R' B' F R' B F' L R D',
12,D U' L' R' B' F R2 B F' L R D',
12,D' B F D U B' F D U' B F' R2,
12,D' B F D U B' F D U' R2 B F',
12,D' B F U D B' F U' D B F' R2,
12,D' B F U D B' F U' D R2 B F',
12,D' B F' D U B F D U' B' F' L2,
12,D' B F' D U' B F D U' B' F' L2,
12,D' B F' D' U' B' F L2 D U' B F',
12,D' B F' U' D B F U' D B' F' L2,
12,D' B F' U' D' B' F L2 U' D B F',
12,D' B' F D U B F D U' B' F' R2,
12,D' B' F D U B F' L2 D U B' F,
12,D' B' F D U B F' L2 D U' B' F,
12,D' B' F U D B F' L2 U D B' F,
12,D' B' F U D B F' L2 U' D B' F,
12,D' F2 L R D U' L' R' D U' L R',
12,D' F2 L R U' D L' R' U' D L R',
12,D' L R D U' L R' D U' L' R F2,
12,D' L R U' D L R' U' D L' R F2,
12,D' L R' B2 D U' L' R D' U' L' R',
12,D' L R' B2 U' D L' R U' D' L' R',
12,D' L R' D U' F2 L' R D U L R',
12,D' L R' U' D F2 L' R U D L R',
12,D' L' R D U B2 L R' D U L' R,
12,D' L' R D U B2 L R' D U' L' R,
12,D' L' R D U' F2 L R' D' U L' R,
12,D' L' R D U' F2 L R' D' U' L' R,
12,D' L' R D' U L R' B2 D U L' R,
12,D' L' R D' U L R' B2 D U' L' R,
12,D' L' R U D B2 L R' U D L' R,
12,D' L' R U D B2 L R' U' D L' R,
12,D' L' R U D' L R' B2 U D L' R,
12,D' L' R U D' L R' B2 U' D L' R,
12,D' L' R U' D F2 L R' U D' L' R,
12,D' L' R U' D F2 L R' U' D' L' R,
12,D' L' R' D U' L' R D U' L R' F2,
12,D' L' R' D' U L' R D U' F2 L R',
12,D' L' R' U D' L' R U' D F2 L R',
12,D' L' R' U' D L' R U' D L R' F2,
12,D' L2 B F' D U' B' F D U B F,
12,D' L2 B F' D U' B' F D U' B F,
12,D' L2 B F' U' D B' F U D B F,
12,D' L2 B F' U' D B' F U' D B F,
12,D' L2 B' F D U' B F' D U' B' F',
12,D' L2 B' F U' D B F' U' D B' F',
12,D' U B F L' R B L R' B' F' D,
12,D' U B F L' R B2 L R' B' F' D,
12,D' U B F L' R D2 L R' B F' D,
12,D' U B F L' R' D' L R B' F' D,
12,D' U B F L' R' D2 L R B' F' D,
12,D' U B F' D' B' F L2 D U' B F',
12,D' U B F' L R' U2 L' R B F D,
12,D' U B' F L' R D2 L R' B' F' D,
12,D' U B' F' L R' U2 L' R B' F D,
12,D' U B' F' L' R' U' L R B F D,
12,D' U B' F' L' R' U2 L R B F D,
12,D' U L R B F U' B' F' L' R' D,
12,D' U L R B F U2 B' F' L' R' D,
12,D' U L R B F' U2 B' F L' R D,
12,D' U L R' B F' U2 B' F L' R' D,
12,D' U L R' B2 D U' L' R D' L' R',
12,D' U L R' D' U F' D U' L' R D,
12,D' U L R' D' U F2 D U' L' R D,
12,D' U L' R B' F D2 B F' L R D,
12,D' U L' R B' F R' B F' L R' D,
12,D' U L' R D U' B' D' U L R' D,
12,D' U L' R D U' B2 D' U L R' D,
12,D' U L' R D U' F2 L R' D' L' R,
12,D' U L' R' B F D' B' F' L R D,
12,D' U L' R' B F D2 B' F' L R D,
12,D' U L' R' B' F D2 B F' L R' D,
12,D' U L' R' B' F R' B F' L R D,
12,D' U L' R' B' F R2 B F' L R D,
12,D' U' B F L' R B' L R' B' F' D,
12,D' U' B F L' R B2 L R' B' F' D,
12,D' U' B F L' R D2 L R' B F' D,
12,D' U' B F L' R' D L R B' F' D,
12,D' U' B F L' R' D2 L R B' F' D,
12,D' U' B F' D B F D U' B' F' L2,
12,D' U' B F' L R' U2 L' R B F D,
12,D' U' B' F L' R D2 L R' B' F' D,
12,D' U' B' F' L R' U2 L' R B' F D,
12,D' U' B' F' L' R' U L R B F D,
12,D' U' B' F' L' R' U2 L R B F D,
12,D' U' L R B F U B' F' L' R' D,
12,D' U' L R B F U2 B' F' L' R' D,
12,D' U' L R B F' U2 B' F L' R D,
12,D' U' L R' B F' U2 B' F L' R' D,
12,D' U' L R' D' U F D U' L' R D,
12,D' U' L R' D' U F2 D U' L' R D,
12,D' U' L' R B' F D2 B F' L R D,
12,D' U' L' R D U' B D' U L R' D,
12,D' U' L' R D U' B2 D' U L R' D,
12,D' U' L' R D U' F2 L R' D' L' R,
12,D' U' L' R' B F D B' F' L R D,
12,D' U' L' R' B F D2 B' F' L R D,
12,D' U' L' R' B' F D2 B F' L R' D,
12,D' U' L' R' B' F R B F' L R D,
12,D' U' L' R' B' F R2 B F' L R D,
12,D' U' L2 B F' D U' B' F D B F,
12,D2 B' F L R' B F' L B F' L' R,
12,D2 L' R B' F L B' F L R' B F',
12,F D' U B' F D B F' D U' B' F',
12,F L' R B F' R B' F L R' B' F',
12,F L' R' B F' R' B' F L R B' F',
12,F R' F' R F' U2 F U2 F R' F' R,
12,F R' F' R U F R2 B' R' B R' F',
12,F R' F' R U' F U F' U F U2 F',
12,F R' F' R U2 F' U' F U' F' U2 F,
12,F R' F' U' F R' F' R2 U' R' U2 R,
12,F R' F' U' F U F' R U F U2 F',
12,F R' F' U' F' U F U' F' U F R,
12,F U D' B' F D B F' U' D B' F',
12,F U2 F' U' F' U F2 U' R U' R' F',
12,F' U' B F2 U2 B' F' L' R' U2 L R,
12,F' U' B2 F U B' U B U2 B' U' B',
12,F' U' F U F' U' F U R' F R F',
12,F' U' F U' F' U F' L' U' L U F2,
12,F' U' L R U2 L' R' B' F' U2 B F2,
12,F2 D U' L' R' D' U L R' D' L' R,
12,F2 L R' D' U L' R D' U L' R' D,
12,F2 L R' U D' L' R U D' L' R' D,
12,F2 L' R D' U L R' D' U L R D,
12,F2 L' R U D' L R' U D' L R D,
12,F2 L' R' D U' L R D U' L' R D',
12,F2 L' R' U' D L R U' D L' R D',
12,F2 U' D L' R' U D' L R' D' L' R,
12,L R B F' D2 L' R F L R' B' F,
12,L R D B' F' U2 B' F' D' U L R,
12,L R D L' R B L R' D' U L' R',
12,L R D L' R B L R' U D' L' R',
12,L R D L' R B' L R' D' U L' R',
12,L R D L' R B' L R' U D' L' R',
12,L R D L' R B2 L R' D' U' L' R',
12,L R D L' R B2 L R' U' D' L' R',
12,L R D U L R' D U' L' R F2 D',
12,L R D U L' R B L R' D' L' R',
12,L R D U L' R B' L R' D' L' R',
12,L R D U' L R' D U' L' R F2 D',
12,L R D U' L' R B L R' D' L' R',
12,L R D U' L' R B' L R' D' L' R',
12,L R D U' L' R B2 L R' D' L' R',
12,L R D' B F D2 B F D' U' L R,
12,L R D' L R' F L' R D U' L' R',
12,L R D' L R' F L' R U' D L' R',
12,L R D' L R' F' L' R D U' L' R',
12,L R D' L R' F' L' R U' D L' R',
12,L R D' L R' F2 L' R D U' L' R',
12,L R D' L R' F2 L' R U' D L' R',
12,L R D' U L R' F L' R D L' R',
12,L R D' U L R' F' L' R D L' R',
12,L R D' U' L R' F L' R D L' R',
12,L R D' U' L R' F' L' R D L' R',
12,L R D' U' L R' F2 L' R D L' R',
12,L R U D L R' U' D L' R F2 D',
12,L R U D L' R B L R' D' L' R',
12,L R U D L' R B' L R' D' L' R',
12,L R U D' L R' F L' R D L' R',
12,L R U D' L R' F' L' R D L' R',
12,L R U' D L R' U' D L' R F2 D',
12,L R U' D L' R B L R' D' L' R',
12,L R U' D L' R B' L R' D' L' R',
12,L R U' D L' R B2 L R' D' L' R',
12,L R U' D' L R' F L' R D L' R',
12,L R U' D' L R' F' L' R D L' R',
12,L R U' D' L R' F2 L' R D L' R',
12,L R' B F' L R' B L' R D2 B' F,
12,L R' B F' L' R' B' F' L' R B' F,
12,L R' B' F L B F' D2 L' R B F,
12,L R' B' F L' B' F L' R B F' D2,
12,L R' D L' R B L R' D' U L' R,
12,L R' D L' R B L R' D' U' L' R,
12,L R' D L' R B L R' U D' L' R,
12,L R' D L' R B L R' U' D' L' R,
12,L R' D L' R B' L R' D' U L' R,
12,L R' D L' R B' L R' D' U' L' R,
12,L R' D L' R B' L R' U D' L' R,
12,L R' D L' R B' L R' U' D' L' R,
12,L R' D U B F' U2 B' F D' L' R',
12,L R' D U F2 L' R D U L R' D',
12,L R' D U L' R B L R' D' L' R,
12,L R' D U L' R B2 L R' D' L' R,
12,L R' D U L' R F2 D' U L R' D,
12,L R' D U' B F' U2 B' F D' L' R',
12,L R' D U' F2 L' R D U L R' D',
12,L R' D U' L' R B' L R' D' L' R,
12,L R' D U' L' R B2 L R' D' L' R,
12,L R' D U' L' R F2 D' U L R' D,
12,L R' D' L R' F L' R D U L' R,
12,L R' D' L R' F L' R D U' L' R,
12,L R' D' L R' F L' R U D L' R,
12,L R' D' L R' F L' R U' D L' R,
12,L R' D' L R' F' L' R D U L' R,
12,L R' D' L R' F' L' R D U' L' R,
12,L R' D' L R' F' L' R U D L' R,
12,L R' D' L R' F' L' R U' D L' R,
12,L R' D' L' R U' L R' D U L' R,
12,L R' D' L' R U' L R' D U' L' R,
12,L R' D' L' R U' L R' U D L' R,
12,L R' D' L' R U' L R' U' D L' R,
12,L R' D' U L R' F' L' R D L' R,
12,L R' D' U L R' F2 L' R D L' R,
12,L R' D' U L' R B2 D' U' L R' D,
12,L R' D' U L' R U L R' D L' R,
12,L R' D' U L' R U' L R' D L' R,
12,L R' D' U' B2 L' R D U' L R' D,
12,L R' D' U' L R' F L' R D L' R,
12,L R' D' U' L R' F2 L' R D L' R,
12,L R' D' U' L' R U' L R' D L' R,
12,L R' D' U' L' R U2 L R' D L' R,
12,L R' D2 B F' R B' F L' R B' F,
12,L R' F L' R R U R' U' L F' L',
12,L R' F R F' L' F R U R' U' F',
12,L R' F R F' L2 U2 L U L' U L,
12,L R' U D B F' U2 B' F D' L' R',
12,L R' U D F2 L' R U D L R' D',
12,L R' U D L' R B L R' D' L' R,
12,L R' U D L' R B2 L R' D' L' R,
12,L R' U D L' R F2 U D' L R' D,
12,L R' U D' L R' F' L' R D L' R,
12,L R' U D' L R' F2 L' R D L' R,
12,L R' U D' L' R B2 U' D' L R' D,
12,L R' U D' L' R U L R' D L' R,
12,L R' U D' L' R U' L R' D L' R,
12,L R' U' D B F' U2 B' F D' L' R',
12,L R' U' D F2 L' R U D L R' D',
12,L R' U' D L' R B' L R' D' L' R,
12,L R' U' D L' R B2 L R' D' L' R,
12,L R' U' D L' R F2 U D' L R' D,
12,L R' U' D' B2 L' R U' D L R' D,
12,L R' U' D' L R' F L' R D L' R,
12,L R' U' D' L R' F2 L' R D L' R,
12,L R' U' D' L' R U' L R' D L' R,
12,L R' U' D' L' R U2 L R' D L' R,
12,L' R B' F L R' F L R' B F' D2,
12,L' R D U B' F' D2 B' F D L' R',
12,L' R D U' F2 L R' D' U' L' R D',
12,L' R D' U B F U2 B F' D L' R',
12,L' R D' U L R D' U L' R' F2 D,
12,L' R D' U' L R' F2 D' U L' R D,
12,L' R D2 B F L R' F' L R' B F,
12,L' R F2 D' U L R' D U' L R D,
12,L' R F2 U D' L R' U' D L R D,
12,L' R U D B' F' D2 B' F D L' R',
12,L' R U D' B F U2 B F' D L' R',
12,L' R U D' L R U D' L' R' F2 D,
12,L' R U' D F2 L R' U' D' L' R D',
12,L' R U' D' L R' F2 U D' L' R D,
12,L' R' B' F L R' B L' R B F' L,
12,L' R' D U B' F' D2 B' F' D L' R',
12,L' R' D U' B F U2 B F D' L' R',
12,L' R' D U' L' R D L R' D' U L,
12,L' R' D U' L' R D U' L R' F2 D',
12,L' R' D' U' L' R D' L R' D U L,
12,L' R' U' D L' R D L R' U D' L,
12,L' R' U' D L' R U' D L R' F2 D',
12,L' R' U' D' L' R D' L R' U D L,
12,L2 B F' D U' B' F D U' B F D',
12,L2 B F' U' D B' F U' D B F D',
12,L2 B' F D U' B F' D U' B' F' D',
12,L2 B' F U' D B F' U' D B' F' D',
12,R U B F' D U' L D' U B' F R',
12,R U B F' D U' L D' U' B' F R,
12,R U B F' D U' L' D' U B' F R',
12,R U B F' D U' L' D' U' B' F R,
12,R U B F' D U' L2 D' U B' F R',
12,R U B F' D U' L2 D' U' B' F R,
12,R U B F' D U2 L D' U2 B' F R',
12,R U B F' D U2 L' D' U2 B' F R',
12,R U B F' D U2 L2 D' U2 B' F R',
12,R U B F' L' R B L R' B' F R',
12,R U B F' L2 R B L2 R' B' F R',
12,R U B F' L2 R B2 L2 R' B' F R',
12,R U B F' U2 B' F L R2 U2 L' R',
12,R U B F2 D U B2 D' U' B F2 R',
12,R U B F2 L' R D2 L R' B F2 R',
12,R U B F2 L' R' B L R B' F2 R',
12,R U B F2 L' R' B' L R B' F2 R',
12,R U B F2 L' R' B2 L R B' F2 R',
12,R U B' F D' U R D U' B F' R',
12,R U B' F D' U R' D U' B F' R',
12,R U B' F D' U R2 D U' B F' R',
12,R U B' F' L' R B L R' B F R',
12,R U B' F' L' R B' L R' B F R',
12,R U B' F' L2 R B L2 R' B F R',
12,R U B' F' L2 R B2 L2 R' B F R',
12,R U B' F' U2 B F L R U2 L' R2,
12,R U B' F' U2 B F L R' U2 L' R2,
12,R U B' F' U2 B F L R2 U2 L' R2,
12,R U B' F' U2 B' F L' R2 B2 L R',
12,R U B' F2 D U B2 D' U' B' F2 R',
12,R U B' F2 L' R D2 L R' B' F2 R',
12,R U B' F2 L' R' B L R B F2 R',
12,R U B' F2 L' R' B' L R B F2 R',
12,R U B' F2 L' R' B2 L R B F2 R',
12,R U B' F2 L2 R D L2 R' B F2 R',
12,R U B' F2 L2 R D' L2 R' B F2 R',
12,R U B' F2 L2 R D2 L2 R' B F2 R',
12,R U B2 F D U' B2 D' U B2 F' R',
12,R U B2 F D2 U' B D2 U R B2 F',
12,R U B2 F R' B2 F' L R2 U L' R,
12,R U B2 F R' B2 F' L R2 U' L' R,
12,R U B2 F R' B2 F' L R2 U2 L' R,
12,R U B2 F R2 B2 F' L R2 U L' R,
12,R U B2 F R2 B2 F' L R2 U' L' R,
12,R U B2 F R2 B2 F' L R2 U2 L' R,
12,R U B2 F' D U2 L D' U2 B2 F R',
12,R U B2 F' D U2 L' D' U2 B2 F R',
12,R U B2 F' D U2 L2 D' U2 B2 F R',
12,R U B2 F' U2 B' F L' R2 B' L R',
12,R U B2 L' R B F D B F' L R2,
12,R U B2 L' R2 B' F D2 B' F' L R',
12,R U L R B F U2 B' F' U2 L' R2,
12,R U L R D U' R2 D' U F2 L' R2,
12,R U L R F2 D U' R2 D' U L' R2,
12,R U L R U2 B F U2 B' F' L' R2,
12,R U L R U2 L' R' B2 F R B2 F',
12,R U L R' U B' F2 R2 B F2 L' R2,
12,R U L R' U L' R2 B' F R2 B F',
12,R U L R' U L' R2 B2 F R2 B2 F',
12,R U L R' U' B' F R2 B F' L' R2,
12,R U L R' U' B' F2 R2 B F2 L' R2,
12,R U L R' U2 B' F2 R2 B F2 L' R2,
12,R U L R2 B F' L2 D2 B' F L R,
12,R U L R2 B F' U2 B' F U2 L' R',
12,R U L R2 B' F R B F' U L' R,
12,R U L R2 B' F R B F' U' L' R,
12,R U L R2 B' F R B F' U2 L' R,
12,R U L R2 B' F R' B F' U L' R,
12,R U L R2 B' F R' B F' U' L' R,
12,R U L R2 B' F R' B F' U2 L' R,
12,R U L R2 B' F R2 B F' U L' R,
12,R U L R2 B' F R2 B F' U' L' R,
12,R U L R2 B' F R2 B F' U2 L' R,
12,R U L R2 B' F2 R B F2 U L' R,
12,R U L R2 B' F2 R B F2 U' L' R,
12,R U L R2 B' F2 R B F2 U2 L' R,
12,R U L R2 B' F2 R' B F2 U L' R,
12,R U L R2 B' F2 R' B F2 U' L' R,
12,R U L R2 B' F2 R' B F2 U2 L' R,
12,R U L R2 B' F2 R2 B F2 U L' R,
12,R U L R2 B' F2 R2 B F2 U' L' R,
12,R U L R2 B' F2 R2 B F2 U2 L' R,
12,R U L R2 F2 D U' R2 D' U' L' R',
12,R U L R2 U B F' U2 B' F L' R',
12,R U L R2 U B' F R B F' L' R,
12,R U L R2 U B' F R' B F' L' R,
12,R U L R2 U B' F R2 B F' L' R,
12,R U L R2 U B' F2 R B F2 L' R,
12,R U L R2 U B' F2 R' B F2 L' R,
12,R U L R2 U B' F2 R2 B F2 L' R,
12,R U L R2 U' B F' U2 B' F L' R',
12,R U L R2 U' B' F R B F' L' R,
12,R U L R2 U' B' F R' B F' L' R,
12,R U L R2 U' B' F R2 B F' L' R,
12,R U L R2 U' B' F2 R B F2 L' R,
12,R U L R2 U' B' F2 R' B F2 L' R,
12,R U L R2 U' B' F2 R2 B F2 L' R,
12,R U L R2 U2 B F' U2 B' F L' R',
12,R U L R2 U2 B' F R B F' L' R,
12,R U L R2 U2 B' F R' B F' L' R,
12,R U L R2 U2 B' F R2 B F' L' R,
12,R U L R2 U2 B' F2 R B F2 L' R,
12,R U L R2 U2 B' F2 R' B F2 L' R,
12,R U L R2 U2 B' F2 R2 B F2 L' R,
12,R U L R2 U2 L' R B F' U2 B' F,
12,R U L R2 U2 L' R' B' F R2 B F',
12,R U L R2 U2 L' R' B2 F R2 B2 F',
12,R U L' R B F D' B F' L R2 B2,
12,R U L' R B L R2 B' F' U2 B2 F,
12,R U L' R B2 D' U R2 D U' L R2,
12,R U L' R B2 L R2 B' F' U B' F,
12,R U L' R B2 L R2 B' F' U2 B' F,
12,R U L' R D' U R2 D U' B2 L R2,
12,R U L' R2 B F' D2 L2 B' F L' R,
12,R U L' R2 B F' R2 B' F D2 L R,
12,R U L' R2 B' F D2 B' F' L R' B2,
12,R U L' R2 D2 B F' R2 B' F L R,
12,R U L' R2 U2 L R B F U2 B' F',
12,R U L2 R D U B F D2 B F D,
12,R U L2 R D U' B' F' U2 B' F' D',
12,R U L2 R D' U B' F' U2 B' F' D,
12,R U L2 R D' U' B F D2 B F D',
12,R U L2 R' B2 F' L2 B F2 U2 B F',
12,R U L2 R' D U' B' F' U2 B F' D',
12,R U R' B F L' R D2 L R' B F',
12,R U R' B F L' R' D L R B' F',
12,R U R' B F L' R' D' L R B' F',
12,R U R' B F L' R' D2 L R B' F',
12,R U R' B F L' R2 D L R2 B' F',
12,R U R' B F L' R2 D' L R2 B' F',
12,R U R' B F L' R2 D2 L R2 B' F',
12,R U R' B F' D U L D' U2 B' F,
12,R U R' B F' D U L' D' U2 B' F,
12,R U R' B F' D U L2 D' U' B' F,
12,R U R' B F' D U' L D' U B' F,
12,R U R' B F' D U' L' D' U B' F,
12,R U R' B F' D U' L2 D' U B' F,
12,R U R' B F' D U' L2 D' U' B' F,
12,R U R' B F' D U2 L D' U' B' F,
12,R U R' B F' D U2 L2 D' U' B' F,
12,R U R' B F' L R' U2 L' R B F,
12,R U R' B F2 D U' L D' U B' F2,
12,R U R' B F2 D U' L' D' U B' F2,
12,R U R' B F2 D U' L2 D' U B' F2,
12,R U R' B F2 D' U' L D U B' F2,
12,R U R' B F2 D' U' L' D U B' F2,
12,R U R' B F2 D' U' L2 D U B' F2,
12,R U R' B F2 L' R D2 L R' B F2,
12,R U R' B' F D U R2 D' U' B F',
12,R U R' B' F D' U R D U' B F',
12,R U R' B' F D' U R' D U' B F',
12,R U R' B' F D' U R2 D U' B F',
12,R U R' B' F L' R D2 L R' B' F',
12,R U R' B' F' L R' U2 L' R B' F,
12,R U R' B' F' L' R' U L R B F,
12,R U R' B' F' L' R' U' L R B F,
12,R U R' B' F' L' R' U2 L R B F,
12,R U R' B' F2 L' R D2 L R' B' F2,
12,R U R' B2 F D2 U' B' D2 U B2 F',
12,R U R' B2 F L' R D L R' B2 F',
12,R U R' B2 F L' R D' L R' B2 F',
12,R U R' B2 F L' R D2 L R' B2 F',
