alg,notes
L2 B2 U F2 U' B2 U F2 U' L2,c
L2 B2 U' B2 D L2 D' L2 U L2,c
L2 B2 U' B2 U B2 D' B2 D L2,c
B2 U B' R' F' U' F R U B',c
B2 U B' U' F' U B U' B2 F,c
F2 U F2 D' F2 D R2 U' R2 F2,c
B2 U B2 D' R' F R2 F' R' D,c
F2 U F2 D' L2 B2 U' B2 D L2,c
F2 U F2 L' R U2 L R' U' F2,c
B2 U B2 U' F' U B2 U' B2 F,c
B2 U F' D F U' F' D' B2 F,c
L2 U R' D2 R U' R' D2 L2 R,c
L2 U F D2 F' U' F D2 F' L2,c
F2 U L' R U2 L R' F2 U' F2,c
L2 U F U' B2 U F' U' B2 L2,c
F2 U R U2 L R' F2 L' U' F2,c
F2 U R' F2 L' R U2 L U' F2,c
B2 U L2 U' R2 U L2 U' R2 B2,c
F2 U L F2 L' R U2 R' U' F2,c
F2 U L' U2 L R' F2 R U' F2,c
B2 U R2 U' R2 B2 D' R2 D R2,c
B2 U' B L F U F' L' U' B,c
L2 U' L U R U' L' U L2 R',c
F2 U' F2 D F2 D' L2 U L2 F2,c
B2 U' B2 D L F' L2 F L D',c
F2 U' F2 D R2 B2 U B2 D' R2,c
F2 U' F2 L' R U2 L R' U F2,c
B2 U' B2 U F U' B2 U B2 F',c
L2 U' R D' R' U R D L2 R',c
R2 U' L D2 L' U L D2 L' R2,c
F2 U' L' R U2 L R' F2 U F2,c
F2 U' R U2 L R' F2 L' U F2,c
F2 U' R' F2 L' R U2 L U F2,c
B2 U' L2 U L2 B2 D L2 D' L2,c
F2 U' L F2 L' R U2 R' U F2,c
R2 U' F' D2 F U F' D2 F R2,
R2 U' F' U B2 U' F U B2 R2,c
F2 U' L' U2 L R' F2 R U F2,c
B2 U' R2 U L2 U' R2 U L2 B2,c
D B' L' B2 L B' D' R2 U R2,c
D B2 U B2 D' R' F R2 F' R',c
D' L B L2 B' L D F2 U' F2,c
D' B2 U' B2 D L F' L2 F L,c
