alg,notes
B F L' F' R' F L R B' F',
B F L' R' F' R F L B' F',
B F R B2 L' D2 L R' B F',
B F U D R2 U' R2 D' B' F',
B F U2 F2 U' D' L2 D B' F,
B F' D F U F' U' D' B' F,
B F' D L' U L U D' B' F,
B F' D L2 U' D' B2 U2 B F,
B F' D' B' U' B U D B' F,
B F' D' L U' L' U' D B' F,
B F' D' L U2 L' U' D B' F,
B F' L R' F' L' F R B' F,
B F' L R' F2 L' F2 R B' F,
B F' L' R B L B' R' B' F,
B F' R B L' B' L R' B' F,
B F' R B2 L' B2 L R' B' F,
B F' U D L2 D' B2 U B F,
B F' U D' B' U B D B' F,
B F' U F L R U' L' R' B',
B F' U' B' L' R' U L R F,
B F' U' B' L' R' U' L R F,
B F' U' B' L' R' U2 L R F,
B F' U' D F U' F' D' B' F,
B F' U' D F U2 F' D' B' F,
B F' U' D L2 D' B2 U B F,
B F' U' D' B' U B D B' F,
B F' U' D' L2 D F2 U' B' F',
B F' U2 F L R U L' R' B',
B L R U' L' R' B' F' U2 F,
B L R U2 L' R' B' F' U F,
B L R U2 L' R' F' U2 B' F,
B U B' F' L' R' U' L R F,
B U B' R U2 R' U' R U R',
B U' B' F' L' R' U L R F,
B U2 B' F U D R' U' D' F',
B U2 B' F' L' R' U' L R F,
B' F L R' D2 L' F2 R B F,
B' F L' F' R' F L R B F',
B' F L' R D2 L B2 R' B' F',
B' F L' R' F' R F L B F',
B' F' D' R' U' R U D B F,
B' F' R' F2 L D2 L' R B F',
B' F' U' B2 D L2 U D' B' F,
B' F' U' D' R' U R D B F,
B' F' U' D' R2 U R2 D B F,
B' U' D' R2 U D B F' U F,
D B2 L R' U2 L' R U' D' R2,
D R2 U' D' B' F' R2 B F R2,
D R2 U' D' R2 B' F' R2 B F,
D' F2 L' R' F2 L R U D F2,
D' L' R U2 L R' F2 U' D R2,
D' L' R' F2 L R F2 U D F2,
F U D R U' D' B F' U B',
F U D R U' D' B F' U' B',
F U D R U' D' B F' U2 B',
F' L' R' U L R B F U B',
F' L' R' U L R B F U' B',
F' L' R' U L R B F U2 B',
F' L' R' U L R B U B' F,
F' L' R' U2 L R B U2 B' F,
F' U B F L R U L' R' B',
F' U B F L R U2 L' R' B',
F' U' B' F U' D' R U D B,
F' U' B' F U' D' R' U D B,
F' U' B' F U' D' R2 U D B,
F' U' F R' U2 R U R' U' R,
F' U2 B F L R U' L' R' B',
L F2 R' U' D R2 U D' L' R',
L R B U2 F' U2 B' F L' R,
L R B' F' R F R' B F L',
L R D' F U F' U' D L' R',
L R U D' F U' F' D L' R',
L R U D' F2 U' F2 D L' R',
L R U2 R2 D' F2 U D L' R,
L R' B F' U F U' B' L' R,
L R' B F' U2 F U2 B' L' R',
L R' B U F' U' B' F L' R,
L R' B' F R F' R' B L' R,
L R' B' R F R' B F' L' R,
L R' D' F U' D R2 U L' R',
L R' D' F' U F U' D L' R,
L R' D' F' U F2 U' D L' R,
L R' D' F2 U F2 U' D L' R,
L R' F2 R U' D R2 U D' L',
L R' U D' F U' F D L' R,
L R' U D' F' U' D L' U R,
L R' U D' F' U' D L' U' R,
L R' U D' F' U' D L' U2 R,
L R' U D' F' U' F D L' R,
L R' U' D R2 U D' R' F2 L',
L U D' F2 U' D L' R U R,
L U D' F2 U' D L' R U' R,
L U D' F2 U' D L' R U2 R,
L U D' F2 U' D L' R' U R',
L' R B F' U2 B' U2 F L R,
L' R B' F' R B R' F L R',
L' R B2 R' U D' R2 U' D L,
L' R D B2 U' B2 U D' L R',
L' R D R' U R U' D' L R',
L' R U D B2 D' R2 U2 L R,
L' R U D R' U' R D' L R',
L' R U' D B' U B' D' L R',
L' R U' D B' U B2 D' L R',
L' R' B F R' B' R B' F' L,
L' R' F' U2 B U2 B' F L R',
L' R' U' D B2 U B2 D' L R,
L' U D' R2 U' D R B2 L R',
L' U' D B2 U D' L R' U R',
R B F R' F' R B' F R2 F',
R B F R2 B F' U2 B2 U R',
R B F U2 B' F R2 F2 U R',
R B F' L U L' B' F U R2,
R B F' L U' L' U' B' F R,
R B F' L U2 L' B' F U R,
R B F' L U2 L' B' F U' R,
R B F' L U2 L' B' F U2 R,
R B F' L U2 L' U2 B' F R',
R B F' L2 D2 B' F L2 U' R',
R B F' L2 D2 B' F L2 U2 R',
R B F' R2 D2 B' F L2 D2 R',
R B F' U' B' F U' B' R B,
R B F' U' B' U' B' F R B,
R B F' U' L U' L' B' F R,
R B F' U' L' U' L B' F R,
R B F' U2 B' F R B U B',
R B F' U2 B' F R B U' B',
R B F' U2 B' F R B U2 B',
R B F' U2 B' F R F' U' F,
R B F' U2 B' F R2 B' R' B,
R B F' U2 B' F U F R F',
