alg,notes
B D2 L F L' D2 B',
B D2 L F' L' D2 B',
B D2 L2 F' L2 D2 B',
B F' L' B' L U F,
B F' L' B' U L F,
B F' L2 B' F' L2 F2,
B L' B' L F' U' F,
B L' B' L R U R',
B L' B' L R U2 R',
B L2 D2 F D2 L2 B',
B L2 D2 F' D2 L2 B',
B R2 U B U' R2 B',
B R2 U2 B U2 R2 B',
B R2 U2 B' U2 R2 B',
B U2 R2 B' R2 U2 B',
B' D R' U R D' B,
B' D' F' U2 F D B,
B' D' R U R' D B,
B' F R' F' R U B,
B' F R' F' R U' B,
B' F R' F' R U2 B,
B' F R' F' U R B,
B' F R' F' U' R B,
B' F R' F' U2 R B,
B' F R2 B' F' R2 B2,
B' F R2 F' R2 U B,
B' F R2 F' R2 U' B,
B' F R2 F' R2 U2 B,
B' F' L' U2 L B F,
B' F' R' U2 R B F,
B' L2 D2 R' D2 L2 B,
B' R B U2 B2 R' B2,
B' R B' R B R2 B,
B' R U R2 U R B,
B' R U R2 U' R B,
B' R U R2 U2 R B,
B' R U' R B' R2 B2,
B' R U2 R B' R2 B2,
B' R' B' R B R B,
B' R' B' R' B R B,
B' R' F R F' U B,
B' R' F R F' U' B,
B' R' F R F' U2 B,
B' R' U F R B F',
B' R' U R2 U R' B,
B' R' U' F R B F',
B' R' U2 F R B F',
B' R' U2 R2 U R' B,
B' R2 B' R' B R' B,
B' R2 B' R2 B U B,
B' R2 B' R2 B U' B,
B' R2 B' R2 B U2 B,
B' R2 U R' U' R2 B,
B' R2 U R2 U' R2 B,
B' R2 U2 R' U2 R2 B,
B' U B U F' U2 F,
B' U B U R U2 R',
B' U B U' F' U' F,
B' U B U' R U R',
B' U B U2 F' U F,
B' U B U2 F' U' F,
B' U B U2 R U R',
B' U B' D' R' D B2,
B' U F' U F U B,
B' U F' U F U' B,
B' U F' U F U2 B,
B' U F' U2 B U' F,
B' U R U' B' R' B2,
B' U R U' R' U B,
B' U R U' R' U2 B,
B' U' B U F' U F,
B' U' B U F' U2 F,
B' U' B U' R U' R',
B' U' B U2 F' U F,
B' U' B U2 F' U' F,
B' U' B U2 R U R',
B' U' F' U F U B,
B' U' F' U F U' B,
B' U' F' U F U2 B,
B' U' F' U2 B U' F,
B' U' R2 F R2 B F',
B' U2 B F R' F' R,
B' U2 B U' F' U F,
B' U2 B U2 F' U2 F,
B' U2 B' D' R2 D B2,
B' U2 F R' F' R B,
B' U2 F R2 F' R2 B,
B' U2 F' U B U2 F,
B' U2 F' U' B U' F,
B' U2 F' U2 F U B,
B' U2 F' U2 F U' B,
B' U2 F' U2 F U2 B,
B' U2 F2 U B U' F2,
B' U2 R U2 B' R' B2,
B' U2 R U2 R' U B,
B' U2 R U2 R' U' B,
B' U2 R U2 R' U2 B,
B2 D B U B' D' B2,
B2 D B U' B' D' B2,
B2 D' R' D B U B,
B2 D' R' D B U' B,
B2 D' R' D B U2 B,
B2 D' R2 D B U B,
B2 D' R2 D B U' B,
B2 D' R2 D B U2 B,
B2 D2 F2 R' D2 B2 L',
B2 L2 D' R' D L2 B2,
B2 L2 D' R2 D L2 B2,
B2 R B R B' R2 B2,
B2 R B U2 B' R' B2,
B2 R B U2 R' U B,
B2 R B U2 R' U' B,
B2 R B U2 R' U2 B,
B2 R D' R2 D R B2,
B2 R F R F' R' B2,
B2 R F R2 F' R' B2,
B2 R' B R2 B' R B2,
B2 R' B2 U2 B2 R B2,
B2 R' U' R2 U R' B2,
B2 R2 B F R2 B F',
B2 R2 B R U R B,
B2 R2 B R U' R B,
B2 R2 B R U2 R B,
B2 R2 B R' B' R' B2,
B2 R2 U' R' U R2 B2,
B2 R2 U' R2 U R2 B2,
B2 U R U' R' U' B2,
B2 U' D' R2 U D B2,
D2 B' F' U B F D2,
D2 B' F' U2 B F D2,
D2 L R U' L' R' D2,
D2 L R U2 L' R' D2,
F D2 R B R' D2 F',
F D2 R B' R' D2 F',
F D2 R2 B R2 D2 F',
F D2 R2 B' R2 D2 F',
F L2 U F U' L2 F',
F L2 U F' U' L2 F',
F L2 U2 F' U2 L2 F',
F R' F' L R U L',
F R' F' L R U' L',
F R' F' L R U2 L',
F R' F' R B' U B,
F R' F' R B' U' B,
F R' F' R B' U2 B,
F R2 D2 B' D2 R2 F',
F U2 L2 F L2 U2 F',
F U2 L2 F' L2 U2 F',
F' D L' U2 L D' F,
F' D' B' U' B D F,
F' L F U' F2 L' F2,
F' L F U2 F2 L' F2,
F' L F' L F L2 F,
F' L F' U' L' U F2,
F' L U L F' L2 F2,
F' L U L2 U2 L F,
F' L U' L F' L2 F2,
F' L U' L2 U2 L F,
F' L U2 L F' L2 F2,
F' L U2 L2 U2 L F,
F' L' B L B' U F,
F' L' B L B' U2 F,
F' L' F' L F L F,
F' L' U L2 U L' F,
F' L' U2 B L B' F,
F' L' U2 L' F' L2 F2,
F' L' U2 L2 U2 L' F,
F' L2 B L2 B' U2 F,
F' L2 U L2 U' L2 F,
F' L2 U2 L U2 L2 F,
F' R2 D2 L D2 R2 F,
F' U B' U F U B,
F' U B' U F U2 B,
F' U B' U' B U' F,
F' U B' U2 B U' F,
F' U B' U2 F U B,
F' U B' U2 F U' B,
F' U B' U2 F U2 B,
F' U F' D' L D F2,
F' U F' D' L2 D F2,
F' U F' L2 F L2 F,
F' U L U' F' L' F2,
F' U L U2 L' U F,
F' U' B F L' B' L,
F' U' B L' B' L F,
F' U' B L2 B' L2 F,
F' U' B' U B U F,
F' U' B' U B U' F,
F' U' B' U' B U' F,
F' U' B' U' B U2 F,
F' U' B' U2 F U B,
F' U' B' U2 F U' B,
F' U' B' U2 F U2 B,
F' U' B2 U F U' B2,
F' U' F L' B L B',
F' U' F U B' U B,
F' U' F U B' U' B,
F' U' F U B' U2 B,
F' U' F U L U L',
F' U' F U L U' L',
F' U' F U L U2 L',
F' U' F U' B' U B,
F' U' F U' B' U' B,
F' U' F U' B' U2 B,
F' U' F U' L U L',
F' U' F U' L U' L',
F' U' F U' L U2 L',
F' U' F U2 B' U B,
F' U' F U2 B' U' B,
F' U' F U2 B' U2 B,
F' U' F U2 L U L',
F' U' F U2 L U' L',
F' U' F U2 L U2 L',
F' U' F' L2 F L2 F,
F' U' L U F' L' F2,
F' U' L U L' U2 F,
F' U' L U' F' L' F2,
F' U' L U' L' U F,
F' U' L U' L' U2 F,
F' U' L U2 F' L' F2,
F' U' L' B L B' F,
F' U' L2 B L2 B' F,
F' U2 B' U B U F,
F' U2 B' U B U2 F,
F' U2 B' U' B U F,
F' U2 B' U' B U' F,
F' U2 B' U2 B U F,
F' U2 B' U2 F U B,
F' U2 B' U2 F U' B,
F' U2 B' U2 F U2 B,
F' U2 F' D' L D F2,
F' U2 F' L2 F L2 F,
F' U2 L U L' U F,
F' U2 L U' F' L' F2,
F' U2 L U2 F' L' F2,
F' U2 L U2 L' U F,
F' U2 L U2 L' U2 F,
F2 D' L D F U2 F,
F2 D' L2 D F U' F,
F2 L F U' F' L' F2,
F2 L F U2 L' U F,
F2 L F2 U2 F2 L' F2,
F2 L U' L2 U L F2,
F2 L' D' L2 D L' F2,
F2 L' F L' F' L F2,
F2 L' F2 U2 F2 L F2,
F2 L2 B F L2 B' F,
F2 L2 F L U' L F,
F2 L2 U' L2 U L2 F2,
F2 R2 D' L2 D R2 F2,
F2 U B' U' F2 U B,
F2 U B' U' F2 U' B,
F2 U B' U' F2 U2 B,
F2 U L U' L' U' F2,
F2 U' D' L2 U D F2,
L B2 D2 F D2 B2 L',
L D F' U' F D' L',
L D R U2 R' D' L',
L D' F U' F' D L',
L F L F L' F' L',
L F L F' L' F' L',
L F R' F' R U L',
L F R' F' R U' L',
L F R' F' R U2 L',
L F U R' F' L' R,
L F U' F2 U' F L',
L F U' R' F' L' R,
L F U2 F2 U' F L',
L F U2 R' F' L' R,
L F' L F' L' F2 L',
L F' L' U2 L2 F L2,
L F' U F' L F2 L2,
L F' U' F2 U F' L',
L F' U' F2 U' F' L',
L F' U' F2 U2 F' L',
L F' U2 F' L F2 L2,
L F2 L F L' F L',
L F2 L F2 L' U L',
L F2 L F2 L' U' L',
L F2 L F2 L' U2 L',
L F2 U' F U F2 L',
L F2 U' F2 U F2 L',
L F2 U2 F U2 F2 L',
L R B U2 B' L' R',
L R F U2 F' L' R',
L R' F R F' U L',
L R' F R F' U' L',
L R' F R F' U2 L',
L R' F R U F' L',
L R' F R U' F' L',
L R' F R U2 F' L',
L R' F2 L R F2 L2,
L R' F2 R F2 U L',
L R' F2 R F2 U' L',
L R' F2 R F2 U2 L',
L U F2 R' F2 L' R,
L U L' U F' U F,
L U L' U' R U' R',
L U L' U' R U2 R',
L U L' U2 F' U' F,
L U L' U2 R U R',
L U L' U2 R U' R',
L U R U' R' U L',
L U R U' R' U' L',
L U R U' R' U2 L',
L U R U2 L' U R',
L U' F' U F U' L',
L U' F' U F U2 L',
L U' F' U L F L2,
L U' L D F D' L2,
L U' L' U F' U' F,
L U' L' U R U R',
L U' L' U' F' U2 F,
L U' L' U' R U2 R',
L U' L' U2 F' U' F,
L U' L' U2 R U R',
L U' L' U2 R U' R',
L U' R U' R' U L',
L U' R U' R' U' L',
L U' R U' R' U2 L',
L U' R U2 L' U R',
L U2 F' U2 F U L',
L U2 F' U2 F U' L',
L U2 F' U2 F U2 L',
