alg,notes
R' B' R' U2 B U R,RFU
R' B' R' U2 B U' R,RFU
R' B' R' U2 B U2 R,RFU
R' B' R' U2 R' B R,RFU
R' B' R2 B' R B2 R,RF
R' B' R2 U B U R,RFU
R' B' R2 U B U' R,RFU
R' B' R2 U B U2 R,RFU
R' B' R2 U R B R,RFU
R' B' R2 U R2 B R,RFU
R' B' R2 U' B U R,RFU
R' B' R2 U' B U' R,RFU
R' B' R2 U' B U2 R,RFU
R' B' R2 U' R B R,RFU
R' B' R2 U2 B U R,RFU
R' B' R2 U2 B U' R,RFU
R' B' R2 U2 B U2 R,RFU
R' B' R2 U2 R B R,RFU
R' B' U B F R F',
R' B' U B R2 U R',RFU
R' B' U B' R' B2 R,RFU
R' B' U B' R2 B2 R,RFU
R' B' U R' B U R,RFU
R' B' U R' B U' R,RFU
R' B' U R' B U2 R,RFU
R' B' U R' U B R,RFU
R' B' U R' U' B R,RFU
R' B' U R' U2 B R,RFU
R' B' U R2 B U R,RFU
R' B' U R2 B U' R,RFU
R' B' U R2 B U2 R,RFU
R' B' U R2 U B R,RFU
R' B' U R2 U' B R,RFU
R' B' U R2 U2 B R,RFU
R' B' U' B F R F',
R' B' U' B R2 U R',RFU
R' B' U' B' R B2 R,RFU
R' B' U' B' R' B2 R,RFU
R' B' U' R' B U R,RFU
R' B' U' R' B U' R,RFU
R' B' U' R' B U2 R,RFU
R' B' U' R' U' B R,RFU
R' B' U' R' U2 B R,RFU
R' B' U2 B F R F',
R' B' U2 B R2 U R',RFU
R' B' U2 B' R B2 R,RFU
R' B' U2 B' R' B2 R,RFU
R' B' U2 R' B U R,RFU
R' B' U2 R' B U' R,RFU
R' B' U2 R' B U2 R,RFU
R' B' U2 R' U B R,RFU
R' B' U2 R' U' B R,RFU
R' B' U2 R' U2 B R,RFU
R' B2 D B' D' B' R,
R' B2 R B R2 B R,RF
R' B2 R B U B R,RFU
R' B2 R B U' B R,RFU
R' B2 R B U2 B R,RFU
R' B2 R' B R' B R,RF
R' B2 R' B R2 B R,RF
R' B2 R' B U B R,RFU
R' B2 R' B U' B R,RFU
R' B2 R' B U2 B R,RFU
R' B2 R' B2 R2 U2 R',RFU
R' B2 R2 B R' B R,RF
R' B2 R2 B U B R,RFU
R' B2 R2 B U' B R,RFU
R' B2 R2 B U2 B R,RFU
R' B2 U' B2 R U B2,RFU
R' B2 U' B2 U R B2,RFU
R' D B D' B' R B,
R' D B2 D' B2 R B2,
R' D L U' L' D' R,
R' D R B' R' D' R,
R' D R' U' R B2 D',
R' F D2 B' D2 F' R',
R' F R D2 B D2 F',
R' U B R' B' R B',RFU
R' U B' R' U B R,RFU
R' U B' R' U' B R,RFU
R' U B' R' U2 B R,RFU
R' U B' U R' B R,RFU
R' U B' U R2 B R,RFU
R' U B' U' R' B R,RFU
R' U B' U' R2 B R,RFU
R' U B' U2 R' B R,RFU
R' U B2 R B2 U R,RFU
R' U B2 R B2 U' R,RFU
R' U B2 R B2 U2 R,RFU
R' U B2 R' B2 U R,RFU
R' U B2 R' B2 U' R,RFU
R' U B2 R' B2 U2 R,RFU
R' U L2 F R F' L2,
R' U L2 F2 R F2 L2,
R' U R' B2 R' B2 R',RFU
R' U R' D B2 D' R2,
R' U R2 B2 R B2 R2,RFU
R' U R2 U B2 R' B2,RFU
R' U' B R' B' R B',RFU
R' U' B' R U B R,RFU
R' U' B' R U' B R,RFU
R' U' B' R U2 B R,RFU
R' U' B' R' U B R,RFU
R' U' B' R' U' B R,RFU
R' U' B' R' U2 B R,RFU
R' U' B' U R B R,RFU
R' U' B' U R' B R,RFU
R' U' B' U R2 B R,RFU
R' U' B' U' R B R,RFU
R' U' B' U' R' B R,RFU
R' U' B' U2 R B R,RFU
R' U' B' U2 R' B R,RFU
R' U' B2 R B2 U R,RFU
R' U' B2 R B2 U' R,RFU
R' U' B2 R B2 U2 R,RFU
R' U' B2 R' B2 U R,RFU
R' U' B2 R' B2 U' R,RFU
R' U' B2 R' B2 U2 R,RFU
R' U' L2 F R F' L2,
R' U' L2 F2 R F2 L2,
R' U' R' B' R2 U B,RFU
R' U' R' B' R2 U' B,RFU
R' U' R' B' R2 U2 B,RFU
R' U' R' B2 R' B2 R',RFU
R' U' R' D B' D' R2,
R' U' R' D B2 D' R2,
R' U' R2 B' U B R',RFU
R' U' R2 B' U R' B,RFU
R' U' R2 B2 R B2 R2,RFU
R' U' R2 U B2 R' B2,RFU
R' U2 B R' B' R B',RFU
R' U2 B' R U B R,RFU
R' U2 B' R U' B R,RFU
R' U2 B' R U2 B R,RFU
R' U2 B' R' U B R,RFU
R' U2 B' R' U' B R,RFU
R' U2 B' R' U2 B R,RFU
R' U2 B' U R B R,RFU
R' U2 B' U R' B R,RFU
R' U2 B' U R2 B R,RFU
R' U2 B' U' R B R,RFU
R' U2 B' U' R' B R,RFU
R' U2 B' U2 R B R,RFU
R' U2 B' U2 R' B R,RFU
R' U2 B' U2 R2 B R,RFU
R' U2 B2 R B2 U R,RFU
R' U2 B2 R B2 U' R,RFU
R' U2 B2 R' B2 U R,RFU
R' U2 B2 R' B2 U' R,RFU
R' U2 L2 F R F' L2,
R' U2 L2 F2 R F2 L2,
R' U2 R' B2 R' B2 R',RFU
R' U2 R' D B2 D' R2,
R' U2 R2 B' U2 B R',RFU
R' U2 R2 B' U2 R' B,RFU
R' U2 R2 B2 R B2 R2,RFU
R' U2 R2 U B2 R' B2,RFU
R2 B L' B R2 B2 L,RFL
R2 B R2 B2 R2 B' R2,RF
R2 B R2 D' R2 D B',
R2 B U B2 U' R2 B,RFU
R2 B U R2 U' R2 B',RFU
R2 B U' B' D B' D',
R2 B U' D B2 D' B,
R2 B U' R2 U R2 B',RFU
R2 B U2 B2 U2 B R2,RFU
R2 B U2 B2 U2 R2 B,RFU
R2 B U2 R2 U2 R2 B',RFU
R2 B' D B' D' R2 B2,
R2 B' R' U B' R' B2,RFU
R2 B' R' U R' U B,RFU
R2 B' R' U R' U' B,RFU
R2 B' R' U R' U2 B,RFU
R2 B' R2 B' R2 B2 R2,RF
R2 B' R2 F' U2 B F,
R2 B' U B R' U' R2,RFU
R2 B' U B R2 U' R2,RFU
R2 B' U R U' B R2,RFU
R2 B' U R' B U' R2,RFU
R2 B' U R' U' R2 B,RFU
R2 B' U R2 B U' R2,RFU
R2 B' U R2 U' R2 B,RFU
R2 B' U' B D B D',
R2 B' U2 B2 U2 B' R2,RFU
R2 B' U2 R2 U2 B R2,RFU
R2 B2 D' R D R B2,
R2 B2 D' R' D B2 R',
R2 B2 D' R' D R' B2,
R2 B2 R U' R U B2,RFU
R2 B2 R U2 R U2 B2,RFU
R2 B2 R' B R' U B,RFU
R2 B2 R' B R' U' B,RFU
R2 B2 R' B R' U2 B,RFU
R2 B2 R' B2 R2 U R,RFU
R2 B2 R' B2 R2 U' R,RFU
R2 B2 R' B2 R2 U2 R,RFU
R2 B2 R' U2 R' U2 B2,RFU
R2 B2 R2 B R B R',RF
R2 B2 R2 B' L' B' L,RFL
R2 B2 R2 B2 L U L',
R2 B2 R2 B2 L U' L',
R2 B2 R2 B2 L U2 L',
R2 B2 R2 B2 R' U R,RFU
R2 B2 R2 B2 R' U' R,RFU
R2 B2 R2 B2 R' U2 R,RFU
R2 B2 R2 D' R' D B2,
R2 B2 R2 D' R2 D B2,
R2 B2 R2 U B U' B2,RFU
R2 B2 R2 U B' U' B2,RFU
R2 B2 R2 U B2 U' B2,RFU
R2 B2 R2 U D' R2 D,
R2 B2 R2 U' B U B2,RFU
R2 B2 R2 U' B' U B2,RFU
R2 B2 R2 U' B2 U B2,RFU
R2 B2 R2 U2 B U2 B2,RFU
R2 B2 R2 U2 B' U2 B2,RFU
R2 B2 R2 U2 B2 U2 B2,RFU
R2 B2 U B2 U' R2 B2,RFU
R2 B2 U' R' U R2 B2,RFU
R2 B2 U' R2 U R2 B2,RFU
R2 B2 U2 B U2 B2 R2,RFU
R2 B2 U2 B' U2 R2 B2,RFU
R2 B2 U2 B2 U2 R2 B2,RFU
R2 B2 U2 R' U2 R2 B2,RFU
R2 B2 U2 R2 U2 R2 B2,RFU
R2 D B D' F R2 F',
R2 D B' D' B' R2 B,
R2 D B' D' F R2 F',
R2 D B2 D' B2 R2 B2,
R2 D B2 D' R U R,
R2 D B2 D' R U' R,
R2 D B2 D' R U2 R,
R2 D L U' L' B2 D',
R2 D' R D R U' B2,
R2 D2 B D2 F' R2 F,
R2 F D B2 D' F' R2,
R2 F D2 B D2 R2 F',
R2 F D2 B2 D2 F' R2,
R2 F R2 D2 B D2 F',
R2 F R2 D2 B' D2 F',
R2 F' R2 F D2 B' D2,
R2 F2 D2 B D2 F2 R2,
R2 F2 U D' L2 F2 D,
R2 U B R2 U' R2 B',RFU
R2 U B U' B R2 B2,RFU
R2 U B' R2 U' B R2,RFU
R2 U B2 R' B2 U' R2,RFU
R2 U B2 U' R2 U B2,RFU
R2 U D B U2 B2 D',
R2 U D B' U2 B2 D',
R2 U L2 D' F2 D L2,
R2 U R U' B2 R2 B2,RFU
R2 U R' B' U' B R2,RFU
R2 U R' U' B2 R2 B2,RFU
R2 U R2 B' U' R2 B,RFU
R2 U R2 U' B2 R2 B2,RFU
R2 U' B D B D' B2,
R2 U' B2 R B2 U R2,RFU
R2 U' D B U B D',
R2 U' D B U' B D',
R2 U' D B U2 B D',
R2 U' D B' U B' D',
R2 U' L U2 L' U' R2,
R2 U' R U B2 R2 B2,RFU
R2 U' R' U B2 R2 B2,RFU
R2 U' R2 U B2 R2 B2,RFU
R2 U2 B R2 U2 R2 B',RFU
R2 U2 B U2 B R2 B2,RFU
R2 U2 B' R U2 B R2,RFU
R2 U2 B' R' U2 R2 B,RFU
R2 U2 B' R2 U2 R2 B,RFU
R2 U2 B' U2 R' B R',RFU
R2 U2 B' U2 R2 U B,RFU
R2 U2 B' U2 R2 U' B,RFU
R2 U2 B' U2 R2 U2 B,RFU
R2 U2 B2 L' B2 L R,
R2 U2 B2 U2 R2 U2 B2,RFU
R2 U2 F2 D2 L2 D2 F2,
R2 U2 L' B2 L R B2,
R2 U2 L' D2 L' D2 L2,
R2 U2 R B' U2 R2 B,RFU
R2 U2 R U D B2 D',
R2 U2 R U2 B2 R2 B2,RFU
R2 U2 R' B' U2 B R2,RFU
R2 U2 R' B' U2 R2 B,RFU
R2 U2 R' U2 B2 R2 B2,RFU
R2 U2 R2 B' U2 R2 B,RFU
R2 U2 R2 U2 B2 R2 B2,RFU
U B D' B U B' R2 D,
U B D' F' U' F D B',
U B D' R U' R' D B',
U B F' L' U' B' L F,
U B R B U' B R' B',
U B R B U' B2 R' B',
U B R B U' R' U B',
U B R B U' R' U' B',
U B R B U' R' U2 B',
U B R B' U' B' R' B',
U B R B' U' B2 R' B',
U B R B' U' R' U B',
U B R B' U' R' U' B',
U B R B' U' R' U2 B',
U B R B2 U' B R' B',
U B R B2 U' B' R' B',
U B R B2 U' B2 R' B',
U B R B2 U' R' U B',
U B R B2 U' R' U' B',
U B R B2 U' R' U2 B',
U B R F R' B' F' R',
U B R U B' U R' B',
U B R U B2 U2 R' B',
U B R U R B' R2 B',
U B R U' B R' U B',
U B R U' B R' U' B',
U B R U' B R' U2 B',
U B R U' B' R' U B',
U B R U' B' R' U' B',
U B R U' B' R' U2 B',
U B R U' B2 R' U B',
U B R U' B2 R' U' B',
U B R U' B2 R' U2 B',
U B R U' L' R' B' L,
U B R U' R' B2 U B,
U B R U' R' B2 U' B,
U B R U' R' B2 U2 B,
U B R U2 B U2 R' B',
U B R U2 R B R2 B',
U B R2 B R' U' R' B',
U B R2 B' R' U' R' B',
U B R2 B2 R' U' R' B',
U B U B R B2 U R',
U B U B R B2 U2 R',
U B U B2 R U2 B R',
U B U B2 R U2 R' B,
U B U B2 U2 R2 B R2,
U B U F2 L' B' L F2,
U B U R B U2 R' B',
U B U R B' U R' B',
U B U R U2 B R' B',
U B U R U2 B' R' B',
U B U R U2 B2 R' B',
U B U R2 B' R2 U B',
U B U R2 B' R2 U' B',
U B U R2 B' R2 U2 B',
U B U' B D' R' D B2,
U B U' B R2 B R2 B,
U B U' B2 R U B R',
U B U' B2 R U R' B,
U B U' R B U2 R' B',
U B U' R U B R' B',
U B U' R U B' R' B',
U B U' R U B2 R' B',
U B U' R2 B R2 U B',
U B U' R2 B R2 U' B',
U B U' R2 B R2 U2 B',
U B U2 R B U R' B',
U B U2 R B2 U2 R' B',
U B U2 R' B R B' R,
U B' D B2 U D' B' R2,
U B' D' R' U' R' D B,
U B' D' R2 U' R' D B,
U B' D2 F' U' F D2 B,
U B' D2 R U' R' D2 B,
U B' F' U' R B R' F,
U B' F' U2 B2 U B' F,
U B' R B2 U' B R' B2,
U B' R U' B R2 U R,
U B' R U' B R2 U' R,
U B' R U' B R2 U2 R,
U B' R U' R' B2 U B',
U B' R U' R' B2 U' B',
U B' R U' R' B2 U2 B',
U B' R' U R2 U2 B R',
U B' R' U' R2 B U R',
U B' R2 B' R' B2 U' R',
U B' R2 U2 R U2 B R2,
U B' U B R2 B2 R2 B2,
U B' U B' R B2 U2 R',
U B' U B' U D' R2 D,
U B' U R B2 U2 B' R',
U B' U R U B U2 R',
U B' U R U R B R2,
U B' U R U' B U' R',
U B' U R2 B R' U2 R',
U B' U R2 B' R' B2 R',
U B' U' B F R2 F' R2,
U B' U' B2 R U R' B',
U B' U' B2 R2 B R2 B',
U B' U' R U2 B U' R',
U B' U' R' U' R' B R2,
U B' U' R' U2 R' B R2,
U B' U' R2 B R U R,
U B' U' R2 B R U' R,
U B' U' R2 B R U2 R,
U B' U2 B R2 B' R2 B,
U B' U2 B2 R2 B2 R2 B',
U B' U2 F' R B R' F,
U B' U2 R B' R B2 R2,
U B' U2 R B2 U2 B' R',
U B' U2 R U B U R',
U B' U2 R U' B U R',
U B' U2 R U' B U2 R',
U B' U2 R U2 B U R',
U B' U2 R U2 B U' R',
U B' U2 R2 B F R2 F',
U B2 L' R B2 L U' R',
U B2 R B U2 B U2 R',
U B2 R B U2 R B R2,
U B2 R B' U B' U R',
U B2 R B' U B' U2 R',
U B2 R B' U' B2 R' B,
U B2 R B2 L U' L' R',
U B2 R B2 U' R2 U R,
U B2 R B2 U' R2 U' R,
U B2 R B2 U' R2 U2 R,
U B2 R U' B R' U B2,
U B2 R U' B' R' U B2,
U B2 R U' B2 R' U B2,
U B2 R U' R' B U B2,
U B2 R U' R' B' U B2,
U B2 R U' R' B2 U B2,
U B2 R U2 B U2 B2 R',
U B2 R U2 B U2 R' B2,
U B2 R2 B R' B U' R',
U B2 R2 B R' U' B R',
U B2 R2 B' U B' U' R2,
U B2 R2 B2 R2 F' U' F,
U B2 R2 U B U' B2 R2,
U B2 R2 U2 B2 U2 B2 R2,
U B2 U B U' R2 B2 R2,
U B2 U D' B' R2 B D,
U B2 U D' R' U2 R' D,
U B2 U F' U2 F U B2,
U B2 U R2 B' R2 U' B2,
U B2 U' B R U B2 R',
U B2 U' B R U R' B2,
U B2 U' B' R U B2 R',
U B2 U' B' R U R' B2,
U B2 U' B2 R U B2 R',
U B2 U' B2 R U R' B2,
U B2 U' D' R U2 R2 D,
U B2 U' R2 B R2 U B2,
U B2 U2 B R U2 B2 R',
U B2 U2 B R U2 R' B2,
U B2 U2 B2 U2 R2 B2 R2,
U B2 U2 R B2 U2 B2 R',
U B2 U2 R B2 U2 R' B2,
U B2 U2 R U2 B2 U' R',
U B2 U2 R U2 B2 U2 R',
U B2 U2 R' B2 U2 B2 R,
U B2 U2 R2 F R2 B' F',
U D B D' B U B' R2,
U D B U2 B2 U B D',
U D B U2 B2 U' B D',
U D B U2 B2 U2 B D',
U D B U2 L' B' L D',
U D B' U B' U D' R2,
U D B' U' B2 U' B' D',
U D B2 U B' U' B2 D',
U D B2 U D' B' R2 B,
U D B2 U D' R' U2 R',
U D B2 U' D' R U2 R2,
U D L' B L U B' D',
U D L2 D F' D' L2 D',
U D R2 U' R D B2 D2,
U D' B F' U' B' F D,
U D' B' R B U' R' D,
U D' B2 U B' D' R2 D2,
U D' F' R' U' R F D,
U D' F2 D' L' D F2 D,
U D' R D R U' B2 R',
U D' R D R U' R' B2,
U D' R U' B' R' B D,
U D' R U' R2 U R D,
U D' R U' R2 U' R D,
U D' R U' R2 U2 R D,
U D' R' U R2 U2 R' D,
U D' R' U2 R2 U R' D,
U D' R2 F' U' F D B2,
U D' R2 U' R U R2 D,
U D2 B R U' R' B' D2,
U D2 B' L' B L B D2,
U D2 F D R' D' F' D2,
U D2 L F2 U2 L' D2 B2,
U D2 L' D' B D L D2,
U D2 R' B' U B R D2,
U F D B2 R' B2 D' F',
U F D R D B' D2 F',
U F D R2 D B D2 F',
U F D' F2 L F2 D F',
U F D' F2 L2 F2 D F',
U F D2 B D' R' D' F',
U F D2 B' D' R' D' F',
U F D2 B' D2 F2 U' F,
U F D2 B2 D' R' D' F',
U F L' D R' D' L F',
U F R D2 B' D2 R' F',
U F R2 D B2 D' F' R2,
U F R2 F' D B2 D' R2,
U F' D' R' U' R D F,
U F' L' B U' L B' F,
U F' L2 B L2 U' B' F,
U F' L2 B2 L2 B2 U2 F,
U F' R' B' U' B R F,
U F' U' B2 R B2 R' F,
U F2 D B2 D' F2 U R2,
U F2 D F2 R F2 D' F2,
U F2 D' B2 L' B2 D F2,
U F2 D' L' D' B D2 F2,
U F2 D' L' D' B' D2 F2,
U F2 D' L' D' B2 D2 F2,
U F2 D2 B D L2 D F2,
U F2 D2 B D2 F U' F,
U F2 D2 B L' D2 F2 R',
U F2 D2 B' D L D F2,
U F2 D2 B' D2 F U2 F,
U F2 D2 B2 D2 F U F,
U F2 L' D2 B' D2 L F2,
U F2 R D' L' D R' F2,
U L B' R B L' U' R',
U L D' R U' R' D L',
U L U L2 D2 R D2 L,
U L U' L D2 R' D2 L2,
U L U' L2 D2 R' D2 L,
U L' B L B R2 B2 R2,
U L' B L F' U2 B' F,
U L' B L R U2 R' B',
U L' B2 L B2 R U' R',
U L' B2 L B2 R U2 R',
U L' B2 L R B2 U' R',
U L' D' B D' R D2 L,
U L' F D' B D F' L,
U L2 B' D F' D' B L2,
U L2 D F2 D R D2 L2,
U L2 D R2 F2 R2 D' L2,
U L2 D' L2 B2 L2 D L2,
U L2 F D R' D' F' L2,
U L2 F D2 R' D2 F' L2,
U R B U B2 U2 R' B,
U R B U' B2 R' U B,
U R B U' B2 R' U' B,
U R B U' B2 R' U2 B,
U R B' U R B' R2 B2,
U R B' U' B R2 U R,
U R B' U' B R2 U' R,
U R B' U' B R2 U2 R,
U R B' U' R' B2 U B',
U R B' U' R' B2 U' B',
U R B' U' R' B2 U2 B',
U R B' U' R2 U' R B,
U R B' U' R2 U2 R B,
U R B2 R' B2 R U' R',
U R B2 U' B R' U B2,
U R B2 U' B' R' U B2,
U R B2 U' B2 R' U B2,
U R B2 U' R' B U B2,
U R B2 U' R' B' U B2,
U R B2 U' R' B2 U B2,
U R B2 U' R2 U R B2,
U R B2 U2 B U2 R' B2,
U R D B U' B D' R',
U R D B U' B2 D' R',
U R D B' U' B' D' R',
U R D B' U' B2 D' R',
U R D B2 U' B D' R',
U R D B2 U' B' D' R',
U R D2 B' U' B D2 R',
U R D2 F' L' F D2 R',
U R F D R' B' D' F',
U R F2 D2 B' L D2 F2,
U R U B' U B' R' B2,
U R U B' U R' U B,
U R U B' U R' U' B,
U R U B' U R' U2 B,
U R U B' U2 B' R' B2,
U R U B' U2 R' U B,
U R U B' U2 R' U' B,
U R U B' U2 R' U2 B,
U R U B2 R B R2 B,
U R U D B' U D' R',
U R U F2 D2 L D2 F2,
U R U R B' R2 U B,
U R U R B' R2 U' B,
U R U R B' R2 U2 B,
U R U' B' R2 U R B,
U R U' B' R2 U' R B,
U R U' B' R2 U2 R B,
U R U' B2 L' R' B2 L,
U R U' B2 R' B U B,
U R U' B2 R' B U' B,
U R U' B2 R' B U2 B,
U R U' B2 R' B' U B',
U R U' B2 R' B' U' B',
U R U' B2 R' B' U2 B',
U R U' L B' R' B L',
U R U' L' B2 L R' B2,
U R U' L' R' B2 L B2,
U R U' R U' D B2 D',
U R U' R' B2 L' B2 L,
U R U' R' B2 R B2 R',
U R U' R2 B' U B R,
U R U' R2 B' U' B R,
U R U' R2 B' U2 B R,
U R U' R2 B2 R B2 R,
U R U' R2 B2 R' B2 R,
U R U' R2 B2 R2 B2 R,
U R U2 B U2 B R' B2,
U R' B' R U' R2 B R,
U R' B' R' U' R2 B R,
U R' B' R2 U' R2 B R,
U R' B' U B R2 U2 R',
U R' B' U B' R B2 R,
U R' B' U' B' R2 B2 R,
U R' B' U' R2 B U R,
U R' B' U' R2 B U' R,
U R' B' U' R2 B U2 R,
U R' B' U' R2 U' B R,
U R' B' U' R2 U2 B R,
U R' B' U2 B R2 U2 R',
U R' B2 R B2 R2 U' R',
U R' B2 R' B2 R2 U' R',
U R' B2 R2 B2 R2 U' R',
U R' B2 U B2 U' R B2,
U R' D B' U B D' R,
U R' D' R2 U' D B2 R',
U R' D' R2 U' D R' B2,
U R' F R D2 B' D2 F',
U R' U B' R U B R,
U R' U B' R U' B R,
U R' U B' R U2 B R,
U R' U B' U R B R,
U R' U B' U' R B R,
U R' U B' U2 R B R,
U R' U B' U2 R2 B R,
U R' U R' B' R2 U B,
U R' U R' B' R2 U' B,
U R' U R' B' R2 U2 B,
U R' U R' D B' D' R2,
U R' U R2 B' U B R',
U R' U R2 B' U R' B,
U R' U R2 B' U2 B R',
U R' U R2 B' U2 R' B,
U R' U R2 U2 B2 R' B2,
U R' U' B' R2 U B R,
U R' U' B' R2 U' B R,
U R' U' B' R2 U2 B R,
U R' U' B2 R2 B2 U R,
U R' U' B2 R2 B2 U' R,
U R' U' B2 R2 B2 U2 R,
U R' U' R B2 R2 B2 R2,
U R' U' R' D B D' R2,
U R' U' R' U' D B2 D',
U R2 B' R' U' B' R' B2,
U R2 B' R' U' R' U' B,
U R2 B' R' U' R' U2 B,
U R2 B' R2 F' U' B F,
U R2 B' U2 R U2 B R2,
U R2 B2 R' B U' R' B,
U R2 B2 R' U' R' U B2,
U R2 B2 R2 B2 R U' R',
U R2 B2 U B' U' R2 B2,
U R2 B2 U' R U R2 B2,
U R2 B2 U2 B2 U2 B2 R2,
U R2 F' U' F D B2 D',
U R2 F2 D2 B2 D2 F2 R2,
U R2 U B' R U' B R2,
U R2 U B' R' U' R2 B,
U R2 U B' U' B' R2 B2,
U R2 U B' U' R2 U' B,
U R2 U B' U' R2 U2 B,
U R2 U B2 R2 B2 U' R2,
U R2 U' B2 R2 B2 U R2,
U R2 U' D B' U' B' D',
U' B D' F' U F D B',
U' B D' R2 D R2 B' R2,
U' B F D2 B2 D2 B F',
U' B F' L' U B' L F,
U' B F' U F L' B' L,
U' B F' U L' B' L F,
U' B F' U L2 B' L2 F,
U' B F' U' B2 U' B F,
U' B F' U2 B2 U' B F,
U' B F' U2 F L' B' L,
U' B F' U2 L' B' L F,
U' B F' U2 L2 B' L2 F,
U' B R B R B2 R2 B',
U' B R B U B R' B',
U' B R B U B2 R' B',
U' B R B U R' U B',
U' B R B U R' U' B',
U' B R B U R' U2 B',
U' B R B' U B' R' B',
U' B R B' U B2 R' B',
U' B R B' U R' U B',
U' B R B' U R' U' B',
U' B R B' U R' U2 B',
U' B R U B U R' B',
U' B R U B U2 R' B',
U' B R U R B R2 B',
U' B R U' B U R' B',
U' B R U' B U' R' B',
U' B R U' B' U' R' B',
U' B R U' B2 U' R' B',
U' B R U2 B R' U B',
U' B R U2 B R' U' B',
U' B R U2 B R' U2 B',
U' B R U2 B U R' B',
U' B R U2 B' R' U B',
U' B R U2 B' R' U' B',
U' B R U2 B' R' U2 B',
U' B R U2 B' U R' B',
U' B R U2 B2 R' U B',
U' B R U2 B2 R' U' B',
U' B R U2 B2 R' U2 B',
U' B R U2 L' R' B' L,
U' B R U2 R' B2 U B,
U' B R U2 R' B2 U' B,
U' B R U2 R' B2 U2 B,
U' B R2 B' R' B' R' B',
U' B R2 B' R' B2 R' B',
U' B R2 B' R' U R' B',
U' B R2 B' R2 B2 U B,
U' B R2 B' R2 B2 U' B,
U' B R2 B' R2 B2 U2 B,
U' B R2 B2 R' U R' B',
U' B R2 U R2 U' B' R2,
U' B R2 U' R2 U B' R2,
U' B U B D' R D B2,
U' B U R B U R' B',
U' B U R B2 U2 R' B',
U' B U R' B R B' R,
U' B U' B D' R D B2,
U' B U' B R B2 U R',
U' B U' B R B2 U' R',
U' B U' B2 R U' B R',
U' B U' B2 R U' R' B,
U' B U' B2 U' R2 B R2,
U' B U' B2 U2 R2 B R2,
U' B U' R B U' R' B',
U' B U' R B' U R' B',
U' B U' R B' U' R' B',
U' B U' R B2 U' R' B',
U' B U' R U' B R' B',
U' B U' R U' B' R' B',
U' B U' R U' B2 R' B',
U' B U' R2 B' R2 U B',
U' B U' R2 B' R2 U' B',
U' B U' R2 B' R2 U2 B',
U' B U2 B D' R D B2,
U' B U2 B R2 B R2 B,
U' B U2 B2 R U B R',
U' B U2 B2 R U R' B,
U' B U2 R B U2 R' B',
U' B U2 R U B R' B',
U' B U2 R U B' R' B',
U' B U2 R U B2 R' B',
U' B U2 R2 B R2 U B',
U' B U2 R2 B R2 U' B',
U' B' D2 F' U F D2 B,
U' B' F' U R B R' F,
U' B' F' U' B2 U2 B' F,
U' B' F' U2 B2 U2 B' F,
U' B' R' U R2 B U R',
U' B' R' U' R2 U2 B R',
U' B' R' U2 R2 B U R',
U' B' R' U2 R2 B U' R',
U' B' R' U2 R2 U' B R',
U' B' U B R2 F R2 F',
U' B' U B' R B2 U R',
U' B' U B2 R U2 R' B',
U' B' U B2 R2 B' R2 B',
U' B' U' B R2 F R2 F',
U' B' U' B' R B2 U R',
U' B' U' B' U D' R2 D,
U' B' U' B2 R U2 R' B',
U' B' U' B2 R2 B' R2 B',
U' B' U2 B R2 F R2 F',
U' B' U2 B' R B2 U R',
U' B' U2 B2 R U2 R' B',
U' B' U2 B2 R2 B' R2 B',
U' B2 D B' D' B' U R2,
U' B2 D' R D B' U B',
U' B2 D' R D B' U' B',
U' B2 D' R D B' U2 B',
U' B2 D' R D L' B2 L,
U' B2 D' R D R B2 R',
U' B2 L' B2 L F' U F,
U' B2 L' D' R D B2 L,
U' B2 L' D' R D L B2,
U' B2 L' R B2 L U R',
U' B2 R B U B U R',
U' B2 R B U' B U R',
U' B2 R B U' B U2 R',
U' B2 R B U2 B U R',
U' B2 R B U2 B U' R',
U' B2 R B' U' B' U R',
U' B2 R B' U' B' U' R',
U' B2 R B' U2 B' U R',
U' B2 R B' U2 B2 R' B,
U' B2 R B2 L U L' R',
U' B2 R B2 R' F' U' F,
U' B2 R B2 R2 F R F',
U' B2 R B2 U R2 U R,
U' B2 R B2 U R2 U' R,
U' B2 R B2 U R2 U2 R,
U' B2 R U' B U B2 R',
U' B2 R U' B U R' B2,
U' B2 R U' B2 U B2 R',
U' B2 R U' B2 U R' B2,
U' B2 R U2 B' U2 B2 R',
U' B2 R U2 B' U2 R' B2,
U' B2 R' B2 D B2 D' R,
U' B2 R' D' R2 D B2 R',
U' B2 R' U B2 U' B2 R,
U' B2 R' U D' R2 D R',
U' B2 R' U R D' R D,
U' B2 R2 B R' B U R',
U' B2 R2 B R' B U2 R',
U' B2 R2 B R' U B R',
U' B2 R2 B2 D B D' R2,
U' B2 R2 B2 R' B' R' B,
U' B2 R2 B2 R' B2 R' B2,
U' B2 R2 B2 R2 B U B',
U' B2 R2 B2 R2 B U' B',
U' B2 R2 B2 R2 B U2 B',
U' B2 R2 B2 R2 B' U B,
U' B2 R2 B2 R2 B' U' B,
U' B2 R2 B2 R2 B' U2 B,
U' B2 R2 B2 R2 F' U F,
U' B2 R2 B2 U R U' R2,
U' B2 R2 B2 U' D B2 D',
