htm,alg,notes
9,F' U2 B' U R' U R B F,
9,F' U2 B' U' B F R U R',
9,F' U2 B' U2 B F L U L',
9,F' U2 B' U2 B F L U' L',
9,F' U2 B' U2 B F L U2 L',
9,F' U2 B' U2 B F R U R',
9,F' U2 B' U2 R' U R B F,
9,F' U2 B2 R B R' U B F,
9,F' U2 F L R U L' U R',
9,F' U2 F L R U' L' U2 R',
9,F' U2 F L R U2 R' U L',
9,F' U2 F L R U2 R' U' L',
9,F' U2 F L R U2 R' U2 L',
9,F' U2 F L U L' R U R',
9,F' U2 F L U R U L' R',
9,F' U2 F L U' L' R U2 R',
9,F' U2 F L U' R U' L' R',
9,F' U2 F L U' R U2 L' R',
9,F' U2 F L U2 L' R U2 R',
9,F' U2 F L U2 R U' L' R',
9,F' U2 F R U L U L' R',
9,F' U2 F R U L U2 L' R',
9,F' U2 F R U' L U2 L' R',
9,F' U2 F R U2 L R' U L',
9,F' U2 F R U2 L R' U' L',
9,F' U2 F R U2 L R' U2 L',
9,F' U2 F R U2 L U2 L' R',
9,F' U2 F U B' F' U' B F,
9,F' U2 F U B' F' U2 B F,
9,F' U2 F U L R U L' R',
9,F' U2 F U L R U2 L' R',
9,F' U2 F U' B' F' U B F,
9,F' U2 F U' B' F' U2 B F,
9,F' U2 F U' L R U' L' R',
9,F' U2 F U' L R U2 L' R',
9,F' U2 F U2 B' F' U2 B F,
9,F' U2 F U2 L R U2 L' R',
9,F' U2 F' L2 B F L2 B' F,
9,F' U2 L B F' L' B' L' F2,
9,F' U2 L B F' L2 B' L' F2,
9,F' U2 L B L B' F' L' F2,
9,F' U2 L B L2 B' F' L' F2,
9,F' U2 L U L B L2 B' F,
9,F' U2 L U L' B' F U B,
9,F' U2 L U L' B' F U' B,
9,F' U2 L U L' B' F U2 B,
9,F' U2 L U L2 B L B' F,
9,F' U2 L U' L B L2 B' F,
9,F' U2 L U' L' B' F U B,
9,F' U2 L U' L' B' F U' B,
9,F' U2 L U' L' B' F U2 B,
9,F' U2 L U' L' B' U2 B F,
9,F' U2 L U' L2 B L B' F,
9,F' U2 L U2 L B L2 B' F,
9,F' U2 L U2 L' B' F U B,
9,F' U2 L U2 L' B' F U' B,
9,F' U2 L U2 L' B' F U2 B,
9,F' U2 L U2 L' B' U B F,
9,F' U2 L U2 L2 B L B' F,
9,F' U2 L' B L B2 U' B F,
9,F' U2 L' B L B2 U2 B F,
9,F' U2 L' B L' B' F' L2 F2,
9,F' U2 L' B' U2 B2 L B' F,
9,F' U2 L' U L B' F U B,
9,F' U2 L' U L B' F U' B,
9,F' U2 L' U L B' F U2 B,
9,F' U2 L' U L B' U B F,
9,F' U2 L' U L B' U2 B F,
9,F' U2 L' U L' B L2 B' F,
9,F' U2 L' U' L B' U' B F,
9,F' U2 L' U' L B' U2 B F,
9,F' U2 L' U2 L B' U2 B F,
9,F' U2 L2 B F' L B' L F2,
9,F' U2 R B2 L' B2 L R' F,
9,F2 D' B' F U2 B F' D F2,
9,F2 D' L D B' F U B F,
9,F2 D' L D U' L U L' F2,
9,F2 D' L2 D B' F U' B F,
9,F2 D' L2 D B' F U2 B F,
9,F2 D' U L U' L' D U' F2,
9,F2 D' U' F' L2 F D U F2,
9,F2 D' U' L D U F U F,
9,F2 D' U' L2 D U F U2 F,
9,F2 L B F L2 B' F' L' F2,
9,F2 L B' F U2 B F' L F2,
9,F2 L D' U' L2 D U L F2,
9,F2 L' B F L2 B' F' L F2,
9,F2 L' B' F U2 B F' L' F2,
9,F2 L' D' U' L2 D U L' F2,
9,F2 L2 B F L2 B2 U' B F,
9,F2 L2 B F' L2 B' F U2 F2,
9,F2 L2 B' F L2 B' F U2 B2,
9,F2 L2 B2 L2 B' F U2 B' F,
9,F2 L2 D' U' L2 D U L2 F2,
9,F2 L2 F2 L2 B' F U2 B F',
9,F2 R2 D' U' L2 D U R2 F2,
9,F2 U B' U' B F' R' F' R,
9,F2 U B' U' L F L' B F,
9,F2 U' F2 D F2 D' U L2 F2,
9,F2 U' F2 D R2 B2 D' U R2,
9,F2 U' L D' U L D L2 F2,
9,F2 U' L' D' L2 D U L' F2,
9,F2 U' L' D' U L2 D L' F2,
9,F2 U' L2 D' L D U L F2,
9,F2 U' L2 D' L' D U L' F2,
9,F2 U2 B F' L2 B' F L2 F2,
9,F2 U2 B' F R2 B' F R2 B2,
9,L B F L F L' B' F' L',
9,L B F L F' L' B' F' L',
9,L B F L2 F L2 B' F' L',
9,L B F' U' F2 U B' F' L',
9,L B' F D R D' B F' L',
9,L B' F U F2 U' B F L',
9,L B' F' R' F R B F L',
9,L B' F' R' F2 R B F L',
9,L B' F' R2 F R2 B F L',
9,L D U F' U' F D' U L',
9,L D U F' U' F D' U' L',
9,L D U F' U2 F D' U L',
9,L D U F' U2 F D' U' L',
9,L D U R U R' D' U L',
9,L D U R U R' D' U' L',
9,L D U R U' R' D' U L',
9,L D U R U' R' D' U' L',
9,L D U' F' U F D' U' L',
9,L D U' R U R' D' U L',
9,L D U' R U R' D' U' L',
9,L D U' R U' R' D' U L',
9,L D U' R U' R' D' U' L',
9,L D' U F U F' D U L',
9,L D' U F U F' D U' L',
9,L D' U F U2 F' D U L',
9,L D' U F U2 F' D U' L',
9,L D' U L' U' L D U L',
9,L D' U L' U' L D U' L',
9,L D' U L' U2 L D U L',
9,L D' U L' U2 L D U' L',
9,L D' U' F U F' D U L',
9,L D' U' F U F' D U' L',
9,L D' U' F U2 F' D U L',
9,L D' U' F U2 F' D U' L',
9,L D' U' L' U' L D U L',
9,L D' U' L' U' L D U' L',
9,L D' U' L' U2 L D U L',
9,L D' U' L' U2 L D U' L',
9,L F L F2 L' R' F' L' R,
9,L F L R' F L' F' L' R,
9,L F L R' F L' R F' L',
9,L F L R' F' L' F' L' R,
9,L F L R' F' L' R F' L',
9,L F L R' F2 L' F' L' R,
9,L F' L F L' R U2 L' R',
9,L F' L F' L' R' F2 L' R,
9,L F' L R' F' L' R F L',
9,L R B F U2 B' F' L' R',
9,L R B L U' L' B' L' R',
9,L R B' R B R' U2 L' R',
9,L R D2 B U2 B' D2 L' R',
9,L R D2 F U2 F' D2 L' R',
9,L R F R U2 R' F' L' R',
9,L R F' L F L' R' U L',
9,L R F' L F L' R' U' L',
9,L R F' L F L' R' U2 L',
9,L R F' L F L' U L' R',
9,L R U B U B' U L' R',
9,L R U B U B' U' L' R',
9,L R U B U2 B' U L' R',
9,L R U F U F' U' L' R',
9,L R U F U' F' U2 L' R',
9,L R U L R' D F D' L2,
9,L R U L R' D F' D' L2,
9,L R U L R' D F2 D' L2,
9,L R U L R' F' L' F L',
9,L R U L' B L' B' L R',
9,L R U L' B2 L' B2 L R',
9,L R U L' R B' R' B R',
9,L R U L' R D B' D' R2,
9,L R U L' R' B L' B' L,
9,L R U L' R' F R' F' R,
9,L R U L' R' U B' U B,
9,L R U L' R' U B' U' B,
9,L R U L' R' U B' U2 B,
9,L R U L' R' U F' U F,
9,L R U L' R' U L U L',
9,L R U L' R' U L U' L',
9,L R U L' R' U L U2 L',
9,L R U L' R' U R U' R',
9,L R U L' R' U' B' U B,
9,L R U L' R' U' B' U' B,
9,L R U L' R' U' B' U2 B,
9,L R U L' R' U' F' U F,
9,L R U L' R' U' L U L',
9,L R U L' R' U' L U' L',
9,L R U L' R' U' L U2 L',
9,L R U L' R' U2 B' U B,
9,L R U L' R' U2 B' U' B,
9,L R U L' R' U2 B' U2 B,
9,L R U L' R' U2 F' U2 F,
9,L R U L' R' U2 L U' L',
9,L R U L' R' U2 L U2 L',
9,L R U L' R' U2 R U2 R',
9,L R U L' U L R' U L',
9,L R U L' U L R' U' L',
9,L R U L' U L R' U2 L',
9,L R U L' U' L U L' R',
9,L R U L' U2 L U' L' R',
9,L R U L2 D' B D L R',
9,L R U L2 D' B' D L R',
9,L R U R' F R' F' L' R,
9,L R U R' U R U' L' R',
9,L R U R' U' L' R U R',
9,L R U R' U' R U L' R',
9,L R U R' U2 R U2 L' R',
9,L R U' B U B' U L' R',
9,L R U' B U B' U2 L' R',
9,L R U' B U2 B' U2 L' R',
9,L R U' F U F' U L' R',
9,L R U' F U F' U' L' R',
9,L R U' F U2 F' U' L' R',
9,L R U' L F' L' F L' R',
9,L R U' L' R B' R' B R',
9,L R U' L' R B2 R' B2 R',
9,L R U' L' R D B' D' R2,
9,L R U' L' R' F R' F' R,
9,L R U' L' R' U F' U F,
9,L R U' L' R' U R U' R',
9,L R U' L' R' U' F' U F,
9,L R U' L' R' U2 F' U2 F,
9,L R U' L' R' U2 R U R',
9,L R U' L' R' U2 R U2 R',
9,L R U' L' U L U2 L' R',
9,L R U' L' U' L U2 L' R',
9,L R U' L' U2 L U2 L' R',
9,L R U' L2 B2 L R B2 R2,
9,L R U' R B' R' B L' R',
9,L R U' R' F R' F' L' R,
9,L R U' R' U R U' L' R',
9,L R U' R' U R U2 L' R',
9,L R U' R' U' L' R U R',
9,L R U' R' U' L' R U2 R',
9,L R U' R' U' R U L' R',
9,L R U' R' U' R U' L' R',
9,L R U' R' U2 L' R U R',
9,L R U' R' U2 R U L' R',
9,L R U' R' U2 R U2 L' R',
9,L R U' R2 D' F2 D L' R,
9,L R U' R2 F2 L R F2 L2,
9,L R U2 B U B' U' L' R',
9,L R U2 B U2 B' U2 L' R',
9,L R U2 F U' F' U L' R',
9,L R U2 F U2 F' U2 L' R',
9,L R U2 L F' L' F L' R',
9,L R U2 L R' D F2 D' L2,
9,L R U2 L R' F' L' F L',
9,L R U2 L' B L' B' L R',
9,L R U2 L' B2 L' B2 L R',
9,L R U2 L' R B' R' B R',
9,L R U2 L' R D B' D' R2,
9,L R U2 L' R' B L' B' L,
9,L R U2 L' R' U B' U B,
9,L R U2 L' R' U B' U' B,
9,L R U2 L' R' U B' U2 B,
9,L R U2 L' R' U F' U F,
9,L R U2 L' R' U L U L',
9,L R U2 L' R' U L U' L',
9,L R U2 L' R' U L U2 L',
9,L R U2 L' R' U' B' U B,
9,L R U2 L' R' U' B' U' B,
9,L R U2 L' R' U' B' U2 B,
9,L R U2 L' R' U' L U L',
9,L R U2 L' R' U' L U' L',
9,L R U2 L' R' U' L U2 L',
9,L R U2 L' R' U' R U' R',
9,L R U2 L' R' U2 B' U B,
9,L R U2 L' R' U2 B' U' B,
9,L R U2 L' R' U2 B' U2 B,
9,L R U2 L' R' U2 F' U' F,
9,L R U2 L' R' U2 L U L',
9,L R U2 L' R' U2 L U' L',
9,L R U2 L' R' U2 L U2 L',
9,L R U2 L' R' U2 R U R',
9,L R U2 L' U L U L' R',
9,L R U2 L' U' L U L' R',
9,L R U2 L' U2 L R' U L',
9,L R U2 L' U2 L R' U' L',
9,L R U2 L' U2 L R' U2 L',
9,L R U2 L2 D' B D L R',
9,L R U2 L2 D' B' D L R',
9,L R U2 L2 D' B2 D L R',
9,L R U2 R B' R' B L' R',
9,L R U2 R' F2 R' F2 L' R,
9,L R U2 R' U' L' R U R',
9,L R U2 R' U' R U L' R',
9,L R U2 R2 D' F2 D L' R,
9,L R' D' F D R2 U' L' R',
9,L R' D' F D R2 U2 L' R',
9,L R' D' F' D R2 U2 L' R',
9,L R' D' F' D U L' U' R,
9,L R' D' F2 D R2 U2 L' R',
9,L R' D' R U2 R' D L' R,
9,L R' D' U' F' D U L' R,
9,L R' D' U' F2 D U L' R,
9,L R' F L F L' R F' L',
9,L R' F L F' L' R F' L',
9,L R' F L F2 L' R F' L',
9,L R' F L R F L' F' L',
9,L R' F L R F' L' F' L',
9,L R' F L R F2 L' F' L',
9,L R' F L2 B D2 B' L R,
9,L R' F R F' R U2 L' R',
9,L R' F R2 U2 R2 F' L' R,
9,L R' F' L F' L' R F2 L',
9,L R' F' R2 U2 R2 F L' R,
9,L R' F2 L R F L' F L',
9,L R' F2 L R F2 L' U L',
9,L R' F2 L R F2 L' U' L',
9,L R' F2 L R F2 L' U2 L',
9,L R' F2 R F2 R U2 L' R',
9,L R' U' R2 U' R2 U2 L' R,
9,L R' U2 B' R B U2 L' R,
9,L R' U2 B' R' B U2 L' R,
9,L R' U2 B' R2 B U2 L' R,
9,L R' U2 L R' F2 R2 F2 L2,
9,L R' U2 L' R B2 R2 B2 R2,
9,L R' U2 R2 U R2 U L' R,
9,L U L' R U L U L' R',
9,L U L' R U2 L R' U L',
9,L U L' R U2 L R' U' L',
9,L U L' R U2 L R' U2 L',
9,L U L' R U2 L U' L' R',
9,L U L' U2 B' F' U' B F,
9,L U L' U2 L R U L' R',
9,L U' L D U F D' U' L2,
9,L U' L R' F2 L' R F2 L',
9,L U' L' R U2 L U' L' R',
9,L U' L' U B' F' U' B F,
9,L U' L' U L R U L' R',
9,L U' L' U' B' F' U B F,
9,L U' L' U' L R U' L' R',
9,L U' L' U2 B' F' U' B F,
9,L U' L' U2 L R U L' R',
9,L U2 L D U F D' U' L2,
9,L U2 L D U F2 D' U' L2,
9,L U2 L F2 L' R' F2 L' R,
9,L U2 L R F' L' F L' R',
9,L U2 L R' D2 L D2 L R,
9,L U2 L' R U L U2 L' R',
9,L U2 L' R U' L U2 L' R',
9,L U2 L' R U2 L U2 L' R',
9,L U2 L' U B' F' U2 B F,
9,L U2 L' U L R U2 L' R',
9,L U2 L' U' B' F' U2 B F,
9,L U2 L' U' L R U2 L' R',
9,L U2 L' U2 B' F' U2 B F,
9,L U2 L' U2 L R U2 L' R',
9,L' B L B' L R U L' R',
9,L' R B L R B2 R' B' R',
9,L' R B L2 U2 L2 B' L R',
9,L' R B R B' L R' B' R',
9,L' R B' L2 U2 L2 B L R',
9,L' R B2 L R B2 R' U R',
9,L' R D' B' D L2 U' L' R',
9,L' R D' B2 D L2 U L' R',
9,L' R D' B2 D L2 U2 L' R',
9,L' R D' B2 D U R' U' L,
9,L' R D' L U L' D L R',
9,L' R D' R B R' D L R',
9,L' R D' U' B' D U L R',
9,L' R D' U' B2 D U L R',
9,L' R F2 D' B2 D F2 L R',
9,L' R U' L2 U' L2 U2 L R',
9,L' R U2 F' L2 F U2 L R',
9,L' R U2 L R' F2 L2 F2 L2,
9,L' R U2 L' R B2 L2 B2 R2,
9,L' R U2 L2 U L2 U L R',
9,L' R' B D2 B' L2 F' L' R,
9,L' R' B F D2 B' F' L R,
9,L' R' D F D2 F' D L R,
9,L' R' D L2 F2 L2 D' L R,
9,L' R' D' B D2 B' D' L R,
9,L' R' D' R2 B2 R2 D L R,
9,L' R' D2 L' D2 L' R U L',
9,L' R' D2 L' D2 L' R U' L',
9,L' R' D2 L' D2 L' R U2 L',
9,L' R' F D2 F' R2 B' L R',
9,L' U R D' U' B D L R',
9,L' U R D' U' B' D L R',
9,L' U R D' U' B2 D L R',
9,L2 B2 D U F2 D' U' B2 L2,
9,L2 D F D' L' R U' L' R',
9,L2 D F' D' L' R U2 L' R',
9,L2 D L' R U2 L R' D' L2,
9,L2 D U F2 D' U' L' U L',
9,L2 D U F2 D' U' L' U' L',
9,L2 D U F2 D' U' L' U2 L',
9,L2 D U' F' U F D' U L2,
9,L2 F D U F2 D' U' F L2,
9,L2 F L' R' F2 L R F' L2,
9,L2 F' D U F2 D' U' F' L2,
9,L2 F' L' R U2 L R' F' L2,
9,L2 F' L' R' F2 L R F L2,
9,L2 F2 D U F2 D' U' F2 L2,
9,L2 F2 L R' F2 L' R U2 L2,
9,L2 F2 L' R F2 L' R U2 R2,
9,L2 F2 L' R' F2 R2 U L' R',
9,L2 F2 L2 F2 L' R U2 L R',
9,L2 F2 R2 F2 L' R U2 L' R,
9,L2 U2 L R' F2 L' R F2 L2,
9,L2 U2 L' R B2 L' R B2 R2,
9,R B F R B R' B' F' R',
9,R B F R B' R' B' F' R',
9,R B F R2 B' R2 B' F' R',
9,R B F U' B2 U B F' R',
9,R B F' D L D' B' F R',
9,R B F' D L2 D' B' F R',
9,R B F' L' B' L F U2 R',
9,R B F' L2 B' L2 F U' R',
9,R B F' L2 B' L2 F U2 R',
9,R B F' U B2 U' B F R',
9,R B L' R B2 L R' B' R',
9,R B L' R B2 R' B' L R',
9,R B L' U' B2 U B L R',
9,R B R B' L' R' B' L R',
9,R B U B' U L U2 L' R',
9,R B U B' U' L U2 L' R',
9,R B U B' U2 L U2 L' R',
9,R B U L U L2 B' L R',
9,R B U L' B' L2 U L' R',
9,R B U L' B' L2 U' L' R',
9,R B U L' U' B' U L R',
9,R B U' B' U L U' L' R',
9,R B U' B' U L U2 L' R',
9,R B U' B' U' L R' U L',
9,R B U' B' U' L R' U' L',
9,R B U' B' U' L R' U2 L',
9,R B U' B' U' L U2 L' R',
9,R B U' B' U2 L U L' R',
9,R B U' B' U2 L U2 L' R',
9,R B U' L' B' L2 U L' R',
9,R B U' L' U' B' U L R',
9,R B U2 B' L' R' B L B',
9,R B U2 B' U L U2 L' R',
9,R B U2 B' U' L U L' R',
9,R B U2 B' U' L U2 L' R',
9,R B U2 B' U2 L U' L' R',
9,R B U2 B' U2 L U2 L' R',
9,R B' F U' B U F' U' R',
9,R B' F' L' B' L B F R',
9,R B' F' L' B2 L B F R',
9,R B' F' L2 B' L2 B F R',
9,R B' F' U B U' F U2 R',
9,R B' F' U B2 U' B' F R',
9,R B' F' U' F R B U R2,
9,R B' R B L R' U2 L' R',
9,R B' R B' L' R' B2 L R',
9,R B' U B U L R' U L',
9,R B' U B U L R' U' L',
9,R B' U B U L R' U2 L',
9,R B' U B U L U' L' R',
9,R B' U B U' L U' L' R',
9,R B' U B2 U2 L' B' L R',
9,R B' U L U2 L' R B' R2,
9,R B' U L' B L R B R2,
9,R B' U' B U L R' U L',
9,R B' U' B U L R' U' L',
9,R B' U' B U L R' U2 L',
9,R B' U' B U L U L' R',
9,R B' U' B U' L U' L' R',
9,R B' U' B U2 L R' U L',
9,R B' U' B U2 L R' U' L',
9,R B' U' B U2 L R' U2 L',
9,R B' U' B2 U2 L' B' L R',
9,R B' U' L' B L R B R2,
9,R B' U' L' R B2 L B R2,
9,R B' U2 B U L R' U L',
9,R B' U2 B U L R' U' L',
9,R B' U2 B U L R' U2 L',
9,R B' U2 B U L U2 L' R',
9,R B' U2 B U' L U' L' R',
9,R B' U2 B U' L U2 L' R',
9,R B' U2 B U2 L U2 L' R',
9,R B' U2 B2 U2 L' B' L R',
9,R B' U2 L' B L R B R2,
9,R B' U2 L' B2 L R B R2,
9,R B2 D U L2 U2 L2 D' R',
9,R B2 D' R2 U R2 D U' R',
9,R B2 L U2 R2 U2 L' R B2,
9,R B2 U' B2 U L' B2 L R',
9,R B2 U2 B' U2 L' B2 L R',
9,R B2 U2 L U2 L2 B2 L R',
9,R D B L' B' L D' U' R',
9,R D B2 D' U R B2 R2 B2,
9,R D F' L2 F D' U B2 R',
9,R D L' B L B' D' U' R',
9,R D U B D' R' B U' B',
9,R D U B L' B' L D' R',
9,R D U B' U B D' U' R',
9,R D U L U' L' D' U R',
9,R D U L U' L' D' U' R',
9,R D U L' B L B' D' R',
9,R D U' B' U2 B D' U' R',
9,R D U' L U2 L' D' U R',
9,R D' B' R B R' D U R',
9,R D' R2 U2 R2 D U B2 R',
9,R D' U B U B' D U' R',
9,R D' U B U2 B' D U R',
9,R D' U R' U' R D U R',
9,R D' U R2 U' R2 D B2 R',
9,R D' U' B U' B' D U R',
9,R D' U' B' R B R' D R',
9,R D' U' R B' R' B D R',
9,R D' U' R' U R D U' R',
9,R D' U' R' U' R D U' R',
9,R D' U' R' U2 R D U R',
9,R D' U' R' U2 R D U' R',
9,R D2 L' F2 L D U' R2 D,
9,R F U' B' U B F' U' R',
9,R F' L' B L B' F U R',
9,R F' L2 B L2 B' F U' R',
9,R F' U B' U' B F U2 R',
9,R U B L' B' L2 U L' R',
9,R U B L' B' L2 U' L' R',
9,R U B L' B' U R' U' L,
9,R U B R B R' B' U R',
9,R U B R B R' U2 B' R',
9,R U B R B' R' U B' R',
9,R U B R B2 R' B' U2 R',
9,R U B U B' L U2 L' R',
9,R U B U B2 U R B R2,
9,R U B U B2 U' B U' R',
9,R U B U B2 U2 B U2 R',
9,R U B U B2 U2 R B R2,
9,R U B U L' B' L U R',
9,R U B U L' B' L U2 R',
9,R U B U R B' R' B' R',
9,R U B U' B' L U2 L' R',
9,R U B U' B2 U' B U2 R',
9,R U B U' L' B' L U2 R',
9,R U B U' R B R' B' R',
9,R U B U2 B' L U L' R',
9,R U B U2 B' L U2 L' R',
9,R U B U2 B2 U B U R',
9,R U B U2 B2 U R B R2,
9,R U B U2 B2 U' B U R',
9,R U B U2 B2 U2 B U R',
9,R U B U2 L' B' L U' R',
9,R U B U2 L' B' L U2 R',
9,R U B U2 R B R' B' R',
9,R U B U2 R B' R' B' R',
9,R U B' F U' B U F' R',
9,R U B' L' B L U2 B R',
9,R U B' L' B' L B U' R',
9,R U B' L' B' L B U2 R',
9,R U B' L' B' L U B R',
9,R U B' L' B' L U' B R',
9,R U B' L' B2 L B U R',
9,R U B' L' B2 L R B R2,
9,R U B' L' R B' L B R2,
9,R U B' L' R B2 L B R2,
9,R U B' R B D B' D' R2,
9,R U B' R' U R B U R',
9,R U B' R' U' R B U2 R',
9,R U B' R' U2 R B U R',
9,R U B' R' U2 R U B R',
9,R U B' U B L U2 L' R',
9,R U B' U B2 U B' U R',
9,R U B' U B2 U2 B' U2 R',
9,R U B' U R B R' U' R',
9,R U B' U R B' R' B2 R',
9,R U B' U R' U' R2 B R2,
9,R U B' U R' U2 R2 B R2,
9,R U B' U' B L U' L' R',
9,R U B' U' B R' F' U2 F,
9,R U B' U' B2 U B' U2 R',
9,R U B' U' B2 U' B' U2 R',
9,R U B' U' B2 U2 B' U2 R',
9,R U B' U' R B R' U2 R',
9,R U B' U' R' U' R2 B R2,
9,R U B' U2 B L U' L' R',
9,R U B' U2 B L U2 L' R',
9,R U B' U2 B2 U B' U2 R',
9,R U B' U2 R B' R' B2 R',
9,R U B' U2 R U B U' R2,
9,R U B' U2 R' U2 R2 B R2,
9,R U B2 D' R2 U R2 D R',
9,R U B2 D2 F2 U2 F2 D2 R',
9,R U B2 L B2 L R' U2 L2,
9,R U B2 L' B2 L2 U' L' R',
9,R U B2 L2 B2 L R' U2 L,
9,R U B2 R B R' U2 B R',
9,R U B2 R B U B U' R2,
9,R U B2 R D B' D' B' R2,
9,R U B2 R U B U' B2 R2,
9,R U B2 R' B U B2 U' B',
9,R U B2 R' B U2 B2 U2 B',
9,R U B2 R' F R B2 R' F',
9,R U B2 R' F R2 B2 R2 F',
9,R U B2 R' U' R U B2 R',
9,R U B2 R' U2 R U2 B2 R',
9,R U B2 R2 D' R' D B2 R2,
9,R U B2 R2 F R' B2 R2 F',
9,R U B2 R2 F R2 B2 R' F',
9,R U B2 U B U' R B2 R2,
9,R U B2 U' B' U B2 U2 R',
9,R U B2 U' B2 U B2 U R',
9,R U B2 U' B2 U R B2 R2,
9,R U B2 U' R U B2 U' R2,
9,R U B2 U2 B U2 B2 U R',
9,R U B2 U2 B U2 R B2 R2,
9,R U B2 U2 B' U2 B2 U' R',
9,R U B2 U2 B2 U2 B2 U2 R',
9,R U B2 U2 B2 U2 R B2 R2,
9,R U F U' B' U B F' R',
9,R U F' L2 F R' F2 L2 F2,
9,R U F2 D2 B D2 F2 U R',
9,R U F2 D2 B' D2 F2 U' R',
9,R U F2 D2 B2 D2 F2 U2 R',
9,R U F2 L2 F L2 F2 R' F',
9,R U F2 U2 F2 D2 B2 D2 R',
9,R U L B U B' L' U2 R',
9,R U L B U B' U' L' R',
9,R U L B U B' U2 L' R',
9,R U L B U' B' L' U' R',
9,R U L B U2 B' L' U R',
9,R U L B U2 B' U L' R',
9,R U L B' R B R2 U L',
9,R U L B' R B R2 U' L',
9,R U L B' R B R2 U2 L',
9,R U L F U F' L' U R',
9,R U L F U F' R' U L',
9,R U L F U F' R' U' L',
9,R U L F U F' R' U2 L',
9,R U L F U F' U L' R',
9,R U L F U F' U2 L' R',
9,R U L F U' F' L' U' R',
9,R U L F U' F' L' U2 R',
9,R U L F U' F' R' U L',
9,R U L F U' F' R' U' L',
9,R U L F U' F' R' U2 L',
9,R U L F U2 F' L' U R',
9,R U L F U2 F' R' U L',
9,R U L F U2 F' R' U' L',
9,R U L F U2 F' R' U2 L',
9,R U L F U2 F' U L' R',
9,R U L F U2 F' U' L' R',
9,R U L F' L F L2 U2 R',
9,R U L R' F U F' U L',
9,R U L R' F U F' U2 L',
9,R U L R' F U' F' U L',
9,R U L R' F U' F' U' L',
9,R U L R' F U' F' U2 L',
9,R U L R' F U2 F' U L',
9,R U L R' F U2 F' U' L',
9,R U L R' F U2 F' U2 L',
9,R U L R' U F U F' L',
9,R U L R' U F U2 F' L',
9,R U L R' U F' L F L2,
9,R U L R' U L' B' U B,
9,R U L R' U L' B' U' B,
9,R U L R' U L' B' U2 B,
9,R U L R' U L' R U' R',
9,R U L R' U L2 B L B',
9,R U L R' U' F U F' L',
9,R U L R' U' F U' F' L',
9,R U L R' U' F U2 F' L',
9,R U L R' U' F' L F L2,
9,R U L R' U' L' B' U B,
9,R U L R' U' L' B' U' B,
9,R U L R' U' L' B' U2 B,
9,R U L R' U' L' R U' R',
9,R U L R' U' L2 B L B',
9,R U L R' U' R U' L' R',
9,R U L R' U2 F U F' L',
9,R U L R' U2 F U' F' L',
9,R U L R' U2 F U2 F' L',
9,R U L R' U2 F' L F L2,
9,R U L R' U2 L' B' U B,
9,R U L R' U2 L' B' U' B,
9,R U L R' U2 L' B' U2 B,
9,R U L R' U2 L' F' U' F,
9,R U L R' U2 L' R U R',
9,R U L R' U2 L2 B L B',
9,R U L R' U2 R U L' R',
9,R U L U B U' B' L' R',
9,R U L U B U2 B' L' R',
9,R U L U L' B' R B R2,
9,R U L U L' B' U B R',
9,R U L U L' B2 R B2 R2,
9,R U L U L' R' F' U' F,
9,R U L U L' R' F' U2 F,
9,R U L U L2 U R' U' L,
9,R U L U R' F' U' F L',
9,R U L U R2 F R F' L',
9,R U L U R2 F2 R F2 L',
9,R U L U' B U' B' L' R',
9,R U L U' B U2 B' L' R',
9,R U L U' L' B U' B' R',
9,R U L U' L' B U2 B' R',
9,R U L U' L' B' R B R2,
9,R U L U' L' B' U' B R',
9,R U L U' L' B2 R B2 R2,
9,R U L U' L' R' F' U' F,
9,R U L U' L2 U R' U' L,
9,R U L U' R' F' U' F L',
9,R U L U' R2 F R F' L',
9,R U L U' R2 F2 R F2 L',
9,R U L U2 F U F' L' R',
9,R U L U2 F U' F' L' R',
9,R U L U2 L U' R' U L2,
9,R U L U2 L' B' U2 B R',
9,R U L U2 L' R' B' U B,
9,R U L U2 L' R' B' U' B,
9,R U L U2 L' R' B' U2 B,
9,R U L U2 L2 B L B' R',
9,R U L U2 L2 B2 L B2 R',
9,R U L U2 R U' L' U R2,
9,R U L U2 R' F U F' L',
9,R U L U2 R' F U' F' L',
9,R U L U2 R' F U2 F' L',
9,R U L U2 R' F' L F L2,
9,R U L U2 R' F' U2 F L',
9,R U L U2 R' F2 L F2 L2,
9,R U L U2 R2 U L' U' R,
9,R U L' B L B R B2 R2,
9,R U L' B L B2 R B R2,
9,R U L' B L B2 U B R',
9,R U L' B L U B' U' R',
9,R U L' B L U B' U2 R',
9,R U L' B L U2 B' U R',
9,R U L' B L2 U' L' B' R',
9,R U L' B L2 U2 L' B' R',
9,R U L' B' L U2 R B' R2,
9,R U L' B' R B' L B2 R2,
9,R U L' B' R B2 L B' R2,
9,R U L' B2 L B R B R2,
9,R U L' B2 L B U B R',
9,R U L' B2 L B' U2 B' R',
9,R U L' D' B' D L U R',
9,R U L' D' B' D L U' R',
9,R U L' D' B2 D L U R',
9,R U L' D' B2 D L U2 R',
9,R U L' R' B L B2 U B,
9,R U L' R' B L B2 U' B,
9,R U L' R' B L B2 U2 B,
9,R U L2 F' L' F L' U2 R',
9,R U L2 F' L' F U' L' R',
