htm,alg,notes
8,U' F2 L2 F L U L F,
8,U' F2 L2 F L' U L' F,
8,U' F2 L2 U' L' U L2 F2,
8,U' F2 R2 D' L' D R2 F2,
8,U' F2 U L U L' U' F2,
8,U' F2 U' L U F L' F,
8,U' L D F' U F D' L',
8,U' L D R U R' D' L',
8,U' L D' F U2 F' D L',
8,U' L F U' F L F2 L2,
8,U' L F U' F2 U2 F L',
8,U' L F' L U F U' L2,
8,U' L F' L' U L2 F L2,
8,U' L F' U F2 U F' L',
8,U' L F' U F2 U2 F' L',
8,U' L F' U' F' L F2 L2,
8,U' L R B U B' L' R',
8,U' L R F U F' L' R',
8,U' L U F R' F' L' R,
8,U' L U F' U' F U L',
8,U' L U F' U' F U' L',
8,U' L U F' U' F U2 L',
8,U' L U F' U' L F L2,
8,U' L U L D F D' L2,
8,U' L U L F2 L' F2 L',
8,U' L U L' F R' F' R,
8,U' L U L' R' F R F',
8,U' L U L' U F' U' F,
8,U' L U L' U R U' R',
8,U' L U L' U' F' U F,
8,U' L U L' U2 F' U2 F,
8,U' L U L' U2 R U2 R',
8,U' L U R U R' U L',
8,U' L U R U R' U' L',
8,U' L U R U R' U2 L',
8,U' L U R U2 L' U2 R',
8,U' L U R' F R F' L',
8,U' L U R' F2 R F2 L',
8,U' L U' F' U2 F U' L',
8,U' L U' F' U2 F U2 L',
8,U' L U' F' U2 L F L2,
8,U' L U' L D F2 D' L2,
8,U' L U' L' U F' U F,
8,U' L U' R U' L' U2 R',
8,U' L U' R U2 R' U L',
8,U' L U' R U2 R' U' L',
8,U' L U' R U2 R' U2 L',
8,U' L U' R2 U' L' U R2,
8,U' L U2 F' U' F U L',
8,U' L U2 F' U' F U' L',
8,U' L U2 F' U' F U2 L',
8,U' L U2 F' U' L F L2,
8,U' L U2 F2 R' F2 L' R,
8,U' L U2 L' U F' U F,
8,U' L U2 L' U' R U' R',
8,U' L U2 L' U2 F' U' F,
8,U' L U2 L' U2 R U R',
8,U' L U2 R U' R' U L',
8,U' L U2 R U' R' U' L',
8,U' L U2 R U' R' U2 L',
8,U' L U2 R U2 L' U R',
8,U' L' B L B' R U' R',
8,U' L' F2 U' L U F2 L,
8,U' L' R B L U B' R',
8,U' L' R B2 L B2 U R',
8,U' L' R B2 L B2 U' R',
8,U' L2 D U F D' U' L2,
8,U' L2 D' L' U2 L D L2,
8,U' L2 F L2 U' L2 F' L2,
8,U' L2 F' L' U F U L',
8,U' L2 F' L' U F U' L',
8,U' L2 F' L' U F U2 L',
8,U' L2 F' L' U L F L2,
8,U' L2 F' L2 U L F L',
8,U' L2 F' L2 U L2 F L2,
8,U' L2 F' R' F R F L2,
8,U' L2 F' U F2 U' F' L2,
8,U' L2 F2 L' F U F L',
8,U' L2 F2 U F' U' F2 L2,
8,U' L2 U F' U' L' F L',
8,U' L2 U' F' U2 F U L2,
8,U' L2 U' R U L2 U R',
8,U' R B R B R' B' R',
8,U' R B U L' B' L R',
8,U' R B U' B R B2 R2,
8,U' R B U' B2 U2 B R',
8,U' R B U2 B2 U' B R',
8,U' R B' U B2 U B' R',
8,U' R B' U' B2 U B' R',
8,U' R B' U2 B2 U B' R',
8,U' R B2 L' B2 L U R',
8,U' R B2 R B2 R' U R',
8,U' R B2 U' B' U B2 R',
8,U' R D B' U2 B D' R',
8,U' R D L U2 L' D' R',
8,U' R D' B U B' D R',
8,U' R U B' U2 B U2 R',
8,U' R U L U L' U' R',
8,U' R U R D B D' R2,
8,U' R U' B' U' B U' R',
8,U' R U' L U' L' U2 R',
8,U' R U' L U2 L' U2 R',
8,U' R U' R D B D' R2,
8,U' R U2 B' U B U2 R',
8,U' R U2 L U' R' U' L',
8,U' R U2 L U' R' U2 L',
8,U' R U2 L U2 L' U R',
8,U' R U2 L2 U' R' U L2,
8,U' R U2 R D B D' R2,
8,U' R2 B R' B2 R B' R2,
8,U' R2 B R2 U' R2 B' R2,
8,U' R2 B' D B2 D' B' R2,
8,U' R2 B' R' B' R B2 R2,
8,U' R2 B' R' U B U R',
8,U' R2 B' R' U' B U R',
8,U' R2 B' R' U2 B U R',
8,U' R2 B' R2 U R2 B R2,
8,U' R2 B2 R' B R B R2,
8,U' R2 B2 R' B U B R',
8,U' R2 D B' D' R' U R',
8,U' R2 D B2 D' R' U2 R',
8,U' R2 D U B D' U' R2,
8,U' R2 D' R' U R D R2,
8,U2 B D2 L F2 L' D2 B',
8,U2 B D2 L2 F2 L2 D2 B',
8,U2 B F' L' B' L U2 F,
8,U2 B L' B' L F' U2 F,
8,U2 B L2 D2 F2 D2 L2 B',
8,U2 B R2 U B2 U' R2 B',
8,U2 B R2 U2 B2 U2 R2 B',
8,U2 B U2 R2 B2 R2 U2 B',
8,U2 B' D R' U' R D' B,
8,U2 B' D' R U2 R' D B,
8,U2 B' F' L' U L B F,
8,U2 B' L2 D2 F' R2 D2 L2,
8,U2 B' L2 D2 R D2 L2 B,
8,U2 B' L2 D2 R2 D2 L2 B,
8,U2 B' R B U B2 R' B2,
8,U2 B' R U2 R2 U R B,
8,U2 B' R U2 R2 U' R B,
8,U2 B' R U2 R2 U2 R B,
8,U2 B' R' B' R2 B R B,
8,U2 B' R' U R2 U' R' B,
8,U2 B' R' U' R2 U' R' B,
8,U2 B' R' U2 R' B' R2 B2,
8,U2 B' R' U2 R2 U2 R' B,
8,U2 B' R2 F R2 F' U B,
8,U2 B' R2 F R2 F' U' B,
8,U2 B' R2 F R2 F' U2 B,
8,U2 B' R2 U R U' R2 B,
8,U2 B' R2 U2 R U2 R2 B,
8,U2 B' R2 U2 R2 U2 R2 B,
8,U2 B' U B F R' F' R,
8,U2 B' U B R' F R F',
8,U2 B' U B U F' U F,
8,U2 B' U B U R U' R',
8,U2 B' U B U' F' U F,
8,U2 B' U B U2 F' U2 F,
8,U2 B' U B U2 R U2 R',
8,U2 B' U B' R2 B R2 B,
8,U2 B' U F R' F' R B,
8,U2 B' U F R2 F' R2 B,
8,U2 B' U F' U' F U B,
8,U2 B' U F' U' F U' B,
8,U2 B' U F' U' F U2 B,
8,U2 B' U F' U2 B U2 F,
8,U2 B' U R U B' R' B2,
8,U2 B' U R U R' U B,
8,U2 B' U R U R' U2 B,
8,U2 B' U R' F R B F',
8,U2 B' U R2 F R2 B F',
8,U2 B' U' B U R U2 R',
8,U2 B' U' B U' F' U' F,
8,U2 B' U' F' U B U2 F,
8,U2 B' U' F' U' B U' F,
8,U2 B' U' F' U' B U2 F,
8,U2 B' U' F' U2 F U B,
8,U2 B' U' F' U2 F U' B,
8,U2 B' U' F' U2 F U2 B,
8,U2 B' U' F2 U B U' F2,
8,U2 B' U' R U' B' R' B2,
8,U2 B' U' R U' R' U B,
8,U2 B' U' R U' R' U' B,
8,U2 B' U' R U' R' U2 B,
8,U2 B' U' R U2 B' R' B2,
8,U2 B' U' R U2 R' U B,
8,U2 B' U' R U2 R' U' B,
8,U2 B' U' R U2 R' U2 B,
8,U2 B' U2 B R' F R F',
8,U2 B' U2 B U F' U2 F,
8,U2 B' U2 B U R U' R',
8,U2 B' U2 B U R U2 R',
8,U2 B' U2 B U' F' U' F,
8,U2 B' U2 B U' R U R',
8,U2 B' U2 B U2 F' U F,
8,U2 B' U2 B U2 R U2 R',
8,U2 B' U2 B' D' R' D B2,
8,U2 B' U2 B' R2 B R2 B,
8,U2 B' U2 F' U' B U2 F,
8,U2 B' U2 F' U2 B U2 F,
8,U2 B' U2 R U' B' R' B2,
8,U2 B' U2 R U' R' U B,
8,U2 B' U2 R U' R' U' B,
8,U2 B' U2 R U' R' U2 B,
8,U2 B' U2 R' F R B F',
8,U2 B2 R B2 U2 B' R' B,
8,U2 B2 R B2 U2 B2 R' B2,
8,U2 B2 R' B R B' R B2,
8,U2 B2 R2 B R' U2 R' B,
8,U2 B2 U F' U' B2 U2 F,
8,U2 B2 U R U R' U' B2,
8,U2 D2 B' R U2 R' B D2,
8,U2 D2 B' R' U2 R B D2,
8,U2 D2 B' R2 B' R2 B2 D2,
8,U2 D2 B2 D' R2 D B2 D2,
8,U2 D2 B2 R2 B R2 B D2,
8,U2 D2 F' L U L' F D2,
8,U2 D2 F' L U2 L' F D2,
8,U2 D2 F' L' U2 L F D2,
8,U2 D2 F2 D' L D F2 D2,
8,U2 D2 F2 L F L' F D2,
8,U2 D2 F2 L2 F L2 F D2,
8,U2 D2 L F U2 F' L' D2,
8,U2 D2 L F' U2 F L' D2,
8,U2 D2 L F2 L F2 L2 D2,
8,U2 D2 L2 D F2 D' L2 D2,
8,U2 D2 L2 F2 L' F2 L' D2,
8,U2 D2 R B U2 B' R' D2,
8,U2 D2 R B' U' B R' D2,
8,U2 D2 R B' U2 B R' D2,
8,U2 D2 R2 B' R' B R' D2,
8,U2 D2 R2 B2 R' B2 R' D2,
8,U2 D2 R2 D B' D' R2 D2,
8,U2 F D2 R B2 R' D2 F',
8,U2 F D2 R2 B2 R2 D2 F',
8,U2 F L2 U2 F2 U2 L2 F',
8,U2 F R2 D2 B2 D2 R2 F',
8,U2 F U2 L2 F2 L2 U2 F',
8,U2 F' D' B' U B D F,
8,U2 F' D' L U' L' D F,
8,U2 F' L U L2 U L F,
8,U2 F' L U2 L2 U L F,
8,U2 F' L' F' L2 F L F,
8,U2 F' L' U L2 U' L' F,
8,U2 F' L' U' L2 U' L' F,
8,U2 F' L' U2 L2 U' L' F,
8,U2 F' L2 B L2 B' U F,
8,U2 F' L2 F' L' F L' F,
8,U2 F' L2 F' L2 F U2 F,
8,U2 F' L2 U L' U' L2 F,
8,U2 F' L2 U2 L2 U2 L2 F,
8,U2 F' R2 D2 B' L2 D2 R2,
8,U2 F' R2 D2 L2 D2 R2 F,
8,U2 F' U B' U B U F,
8,U2 F' U B' U' B U F,
8,U2 F' U B' U2 B U F,
8,U2 F' U B2 U F U' B2,
8,U2 F' U L U' L' U2 F,
8,U2 F' U L U2 F' L' F2,
8,U2 F' U L U2 L' U2 F,
8,U2 F' U' B' U' F U B,
8,U2 F' U' B' U' F U' B,
8,U2 F' U' B' U' F U2 B,
8,U2 F' U' B' U2 B U F,
8,U2 F' U' B' U2 B U2 F,
8,U2 F' U' F' D' L2 D F2,
8,U2 F' U' L U L' U' F,
8,U2 F' U' L U' L' U' F,
8,U2 F' U' L U2 L' U' F,
8,U2 F' U2 B F L' B' L,
8,U2 F' U2 B L' B' L F,
8,U2 F' U2 B L2 B' L2 F,
8,U2 F' U2 B' U B U' F,
8,U2 F' U2 B' U' B U2 F,
8,U2 F' U2 F L' B L B',
8,U2 F' U2 F U B' U B,
8,U2 F' U2 F U B' U' B,
8,U2 F' U2 F U B' U2 B,
8,U2 F' U2 F U L U L',
8,U2 F' U2 F U L U' L',
8,U2 F' U2 F U L U2 L',
8,U2 F' U2 F U' B' U B,
8,U2 F' U2 F U' B' U' B,
8,U2 F' U2 F U' B' U2 B,
8,U2 F' U2 F U' L U L',
8,U2 F' U2 F U' L U' L',
8,U2 F' U2 F U' L U2 L',
8,U2 F' U2 F U2 B' U B,
8,U2 F' U2 F U2 B' U' B,
8,U2 F' U2 F U2 B' U2 B,
8,U2 F' U2 F U2 L U L',
8,U2 F' U2 F U2 L U' L',
8,U2 F' U2 F U2 L U2 L',
8,U2 F' U2 L U F' L' F2,
8,U2 F' U2 L U L' U2 F,
8,U2 F' U2 L U' L' U F,
8,U2 F' U2 L' B L B' F,
8,U2 F' U2 L2 B L2 B' F,
8,U2 F2 D F U2 F' D' F2,
8,U2 F2 D' L' D F U' F,
8,U2 F2 D' L' D F U2 F,
8,U2 F2 D2 B2 L' D2 F2 R',
8,U2 F2 L B L B' L' F2,
8,U2 F2 L B L' B' L' F2,
8,U2 F2 L F U F' L' F2,
8,U2 F2 L F U L' U F,
8,U2 F2 L F U L' U2 F,
8,U2 F2 L F U' L' U F,
8,U2 F2 L F2 U F' L' F,
8,U2 F2 L F2 U' F' L' F,
8,U2 F2 L F2 U2 F' L' F,
8,U2 F2 L' D' L' D L2 F2,
8,U2 F2 L' F L F' L F2,
8,U2 F2 L2 D' L D L F2,
8,U2 F2 L2 F L U2 L F,
8,U2 F2 L2 F L' U2 L' F,
8,U2 F2 L2 U' L U L2 F2,
8,U2 F2 R2 D' L D R2 F2,
8,U2 F2 U L U2 L' U' F2,
8,U2 L B2 D2 F' D2 B2 L',
8,U2 L B2 D2 F2 D2 B2 L',
8,U2 L B2 D2 R F2 D2 B2,
8,U2 L D F' U2 F D' L',
8,U2 L D' F U F' D L',
8,U2 L F L F2 L' F' L',
8,U2 L F U F2 U F L',
8,U2 L F U' F2 U F L',
8,U2 L F U2 F L F2 L2,
8,U2 L F U2 F2 U2 F L',
8,U2 L F' L' U' L2 F L2,
8,U2 L F' U2 F2 U F' L',
8,U2 L F' U2 F2 U' F' L',
8,U2 L F' U2 F2 U2 F' L',
8,U2 L F2 R' F2 R U L',
8,U2 L F2 R' F2 R U' L',
8,U2 L F2 R' F2 R U2 L',
8,U2 L F2 U' F' U F2 L',
8,U2 L F2 U2 F' U2 F2 L',
8,U2 L F2 U2 F2 U2 F2 L',
8,U2 L R B U' B' L' R',
8,U2 L U F' U F U L',
8,U2 L U F' U F U' L',
8,U2 L U F' U F U2 L',
8,U2 L U F' U L F L2,
8,U2 L U F' U2 F U L',
8,U2 L U F' U2 F U' L',
8,U2 L U F' U2 F U2 L',
8,U2 L U F' U2 L F L2,
8,U2 L U L' U R U R',
8,U2 L U L' U' F' U2 F,
8,U2 L U R U L' U R',
8,U2 L U R U L' U2 R',
8,U2 L U R U' L' U2 R',
8,U2 L U R U2 R' U L',
8,U2 L U R U2 R' U' L',
8,U2 L U R U2 R' U2 L',
8,U2 L U R2 U' L' U R2,
8,U2 L U' F R' F' L' R,
8,U2 L U' F' U' F U' L',
8,U2 L U' F' U' F U2 L',
8,U2 L U' F' U' L F L2,
8,U2 L U' F2 R' F2 L' R,
8,U2 L U' L F2 L' F2 L',
8,U2 L U' L' F R' F' R,
8,U2 L U' L' R' F R F',
8,U2 L U' L' U R U' R',
8,U2 L U' L' U' F' U F,
8,U2 L U' L' U' R U' R',
8,U2 L U' L' U2 F' U2 F,
8,U2 L U' L' U2 R U2 R',
8,U2 L U' R U R' U L',
8,U2 L U' R U R' U' L',
8,U2 L U' R U R' U2 L',
8,U2 L U' R U2 L' U2 R',
8,U2 L U' R' F R F' L',
8,U2 L U' R' F2 R F2 L',
8,U2 L U2 F R' F' L' R,
8,U2 L U2 F' U F U L',
8,U2 L U2 F' U F U' L',
8,U2 L U2 F' U F U2 L',
8,U2 L U2 F' U L F L2,
8,U2 L U2 L D F D' L2,
8,U2 L U2 L F2 L' F2 L',
8,U2 L U2 L' F R' F' R,
8,U2 L U2 L' U F' U' F,
8,U2 L U2 L' U R U R',
8,U2 L U2 L' U' F' U F,
8,U2 L U2 L' U' F' U2 F,
8,U2 L U2 L' U' R U2 R',
8,U2 L U2 L' U2 F' U2 F,
8,U2 L U2 L' U2 R U' R',
8,U2 L U2 R U L' U2 R',
8,U2 L U2 R U2 L' U2 R',
8,U2 L' B L B' R U2 R',
8,U2 L' B2 D2 R2 D2 B2 L,
8,U2 L' D2 B' R2 B D2 L,
8,U2 L' D2 B2 R2 B2 D2 L,
8,U2 L' F2 U' L2 U F2 L,
8,U2 L' F2 U2 L2 U2 F2 L,
8,U2 L' R B L B' U2 R',
8,U2 L' U2 F2 L2 F2 U2 L,
8,U2 L2 F L' F' L F' L2,
8,U2 L2 F' L2 U2 L F L',
8,U2 L2 F' L2 U2 L2 F L2,
8,U2 L2 F2 L' F U2 F L',
8,U2 L2 U' F' U' F U L2,
8,U2 L2 U' R U L2 U2 R',
8,U2 R B R B2 R' B' R',
8,U2 R B U B2 U B R',
8,U2 R B U' B2 U B R',
8,U2 R B U2 B2 U B R',
8,U2 R B' U' B2 U' B' R',
8,U2 R B' U2 B2 U' B' R',
8,U2 R B2 L' B2 L U' R',
8,U2 R B2 R B R' B R',
8,U2 R B2 R B2 R' U2 R',
8,U2 R B2 U' B U B2 R',
8,U2 R B2 U2 B2 U2 B2 R',
8,U2 R D B' U B D' R',
8,U2 R D L U' L' D' R',
8,U2 R F2 D2 B2 D2 F2 R',
8,U2 R F2 D2 L B2 D2 F2,
8,U2 R U B' U B U R',
8,U2 R U B' U' B U R',
8,U2 R U B' U2 B U R',
8,U2 R U L U R' U L',
8,U2 R U L U R' U' L',
8,U2 R U L U R' U2 L',
8,U2 R U L U2 L' U' R',
8,U2 R U L U2 L' U2 R',
8,U2 R U R D B2 D' R2,
8,U2 R U' B' U B U2 R',
8,U2 R U' B' U2 B U2 R',
8,U2 R U' B' U2 R B R2,
8,U2 R U' L U L' U' R',
8,U2 R U' L U' L' U' R',
8,U2 R U' L U2 L' U' R',
8,U2 R U' L2 U' R' U L2,
8,U2 R U2 B L' B' L R',
8,U2 R U2 B' U B U' R',
8,U2 R U2 B' U' B U2 R',
8,U2 R U2 B' U' R B R2,
8,U2 R U2 B2 L' B2 L R',
8,U2 R U2 L U L' U2 R',
8,U2 R U2 L U' L' U R',
8,U2 R U2 L' B L B' R',
8,U2 R U2 L' B2 L B2 R',
8,U2 R U2 L' R' B L B',
8,U2 R U2 R' B L' B' L,
8,U2 R U2 R' U B' U B,
8,U2 R U2 R' U B' U' B,
8,U2 R U2 R' U B' U2 B,
8,U2 R U2 R' U L U L',
8,U2 R U2 R' U L U' L',
8,U2 R U2 R' U L U2 L',
8,U2 R U2 R' U' B' U B,
8,U2 R U2 R' U' B' U' B,
8,U2 R U2 R' U' B' U2 B,
8,U2 R U2 R' U' L U L',
8,U2 R U2 R' U' L U' L',
8,U2 R U2 R' U' L U2 L',
8,U2 R U2 R' U2 B' U B,
8,U2 R U2 R' U2 B' U' B,
8,U2 R U2 R' U2 B' U2 B,
8,U2 R U2 R' U2 L U L',
8,U2 R U2 R' U2 L U' L',
8,U2 R U2 R' U2 L U2 L',
8,U2 R' B2 U2 R2 U2 B2 R,
8,U2 R' D2 F' L2 F D2 R,
8,U2 R' D2 F2 L2 F2 D2 R,
8,U2 R' F2 D2 L2 D2 F2 R,
8,U2 R' U2 B2 R2 B2 U2 R,
8,U2 R2 B D B D' B2 R2,
8,U2 R2 B R' B' R B' R2,
8,U2 R2 B' L' B L B R2,
8,U2 R2 B' L' B' L B R2,
8,U2 R2 B' R' U B U' R',
8,U2 R2 B' R' U' B U' R',
8,U2 R2 B' R' U' B U2 R',
8,U2 R2 B' R' U' R B R2,
8,U2 R2 B' R2 U R B R',
8,U2 R2 B' R2 U' R B R',
8,U2 R2 B' R2 U2 R B R',
8,U2 R2 B2 D B' D' B' R2,
8,U2 R2 B2 R' B U2 B R',
8,U2 R2 B2 R' B' U2 B' R',
8,U2 R2 B2 U B' U' B2 R2,
8,U2 R2 D B D' R' U R',
8,U2 R2 D B D' R' U2 R',
8,U2 R2 D' R' U2 R D R2,
8,U2 R2 D2 L2 B D2 R2 F,
8,U2 R2 F2 D B' D' F2 R2,
8,U2 R2 U' B' U2 B U R2,
8,R B R' F R B' R' F',c
8,F R B R' F' R B' R',c
8,B L F U' F' U L' B',c
8,F R B' R' F' R B R',c
8,F R U' B U B' R' F',c
8,F R U' R' F' L' U L,c
8,F R' F R F2 L' U2 L,c
8,B L' B' L U L U' L',c
8,L F' L' F U2 F U2 F',c
8,B L' B' R B L B' R',c
8,L F' L' B L2 F L2 B',c
8,R B2 L' B2 R' B L B',c
8,F U F R' F' R U' F',c
8,L U L' B' R' U' R B,c
8,B U B' U' B' R B R',c
8,F U F2 L F L2 U L,c
8,B U L' B L B' U' B',c
8,B U2 B' R2 F R F' R,c
8,L U2 L' U2 L' B L B',c
8,L' B L F' L' B' L F,c
8,B' R B L' B2 R' B2 L,c
8,L' B L B' U' B' U B,c
8,B' R B R' U2 R' U2 R,c
8,R' F R' F' R2 B U2 B',c
8,L' B' L F' L' B L F,c
8,F' L' B L F L' B' L,c
8,R' F' L' F R F' L F,c
8,B' R' F' U F U' R B,c
8,F' L' U B' U' B L F,c
8,F' L' U L F R U' R',c
8,F' L2 B L2 F L' B' L,c
8,R' U' R B L U L' B',c
8,B' U' B U B L' B' L,c
8,F' U' F' L F L' U F,c
8,R' U' R2 B' R' B2 U' B',c
8,B' U' R B' R' B U B,c
8,L' U2 L F2 R' F' R F',c
8,B' U2 B U2 B L' B' L,c
8,B L F' U' F U L' B',
8,B' F' R' U' R U B F,
8,B' F' U' R' U R B F,
8,F L2 F' R' F L2 R F',
8,F L2 R' F' R F L2 F',
8,F R B' R' F' R2 B R2,
8,F R F' U' F' U F R',
8,F R F' U2 F' U2 F R',
8,F R' F' R F R' F' R,
8,F R' F' R U' F' U F,
8,F R' F' R U2 F' U2 F,
8,F R' F' U' F' U F R,
8,F U F' R F U' F' R',
8,F U F' R' F R U' F',
8,F U R' F' R F U' F',
8,F U R' U' F2 U F R,
8,F' L U F U' F2 L' F2,
8,F' L' B L' B' L2 U2 F,
8,F' L' B' U2 B U' L F,
8,F' L' U2 L F R U R',
8,F' R B' R' F R2 B R2,
8,F' R' F U' F' U R F,
8,F' U F R B U2 B' R',
8,F' U F R B' R B R2,
8,F' U F R2 B' R' B R',
8,F' U F U2 F R' F' R,
8,F' U F U2 R' F R F',
8,F' U F' U' L' U L F2,Hermit
8,F' U F2 R' F' R2 U2 R',
8,F' U L' U L2 F' L' F2,
8,F' U' B L F' L' B' F2,
8,F' U' B L F' L' F2 B',
8,F' U' F U R' F R F',
8,F' U' F' L F L' U2 F,
8,F' U' F2 R U R' U' F',
8,F' U' F2 R' F' R2 U R',
8,F' U' F2 U R U' R' F',
8,F' U' L F' L' F U2 F,
8,F' U' L' B L' B' L2 F,
8,F' U' L2 B L B' L F,
8,F' U2 B L F' L' B' F2,
8,F' U2 F U F R' F' R,
8,F' U2 F U R' F R F',
8,F' U2 F U2 R' F R F',
8,F' U2 F2 R' F' R2 U' R',
8,F' U2 F2 R' F' R2 U2 R',
8,F' U2 L' U' L2 F' L' F2,
8,F2 L F L' F R U' R',
8,F2 L F L2 U L U2 F,
8,F2 L' U' L U F U' F,Hermit
8,L R F U F' U' L' R',
8,L R U F U' F' L' R',
8,L' B' R U R' U' B L,
8,R B L U2 L' U B' R',
8,R B L' B L B2 U2 R',
8,R B U2 B' R' F' U' F,
8,R B' U' R' U R2 B R2,
8,R F R' U R U' F' R',
8,R F' L F R' F2 L' F2,
8,R U B L' B L B2 R',
8,R U B' R B R' U2 R',
8,R U B2 L' B' L B' R',
8,R U L' B' R B L R2,
8,R U L' B' R B R2 L,
8,R U R B' R' B U2 R',
8,R U R' U' F R' F' R,
8,R U R2 F R F2 U' F,
8,R U R2 F' U' F U R,
8,R U R2 U' F' U F R,
8,R U' B U' B2 R B R2,
8,R U' R U B U' B' R2,Hermit
8,R U' R' F' L F' L' F2,
8,R U' R' F' L' U2 L F,
8,R U' R' F2 L F L' F,
8,R U' R' U2 F R' F' R,
8,R U' R' U2 R' F R F',
8,R U' R2 F R F2 U2 F,
8,R U2 B U B2 R B R2,
8,R U2 L' B' R B L R2,
8,R U2 R' U' F R' F' R,
8,R U2 R' U' R' F R F',
8,R U2 R' U2 F R' F' R,
8,R U2 R2 F R F2 U F,
8,R U2 R2 F R F2 U2 F,
8,R' B2 F R F' R' B2 R,
8,R' B2 R F R' B2 F' R,
8,R' F R F' R' F R F',
8,R' F R F' U R U' R',
8,R' F R F' U2 R U2 R',
8,R' F R U R U' R' F',
8,R' F' L F R F2 L' F2,
8,R' F' R U R U' R' F,
8,R' F' R U2 R U2 R' F,
8,R' U' F R F' R' U R,
8,R' U' F U R2 U' R' F',
8,R' U' R F R' F' U R,
8,R' U' R F' R' U R F,
8,R2 B U B' U' R' U R',Hermit
8,R2 B' R' B R' F' U F,
8,R2 B' R' B2 U' B' U2 R',
8,B F R' F' R2 U R' B',
8,B F R2 F' R2 B U2 B2,
8,B F U' B' U F2 U' F,
8,B F U' B' U R' F' R,
8,B F U' B' U R2 F' R2,
8,B F' L U L' B' U F,
8,B F' L U L' B' U' F,
8,B F' L U' L' B' U' F,
8,B F' L U' L' B' U2 F,
8,B F' L U' L' U' B' F,
8,B F' L U2 L' B' U' F,
8,B F' L U2 L' B' U2 F,
8,B F' L U2 L' U' B' F,
8,B F' L U2 L' U2 B' F,
8,B F' L' B L B2 U' F,
8,B F' L' U L U B' F,
8,B F' L' U2 L F U B',
8,B F' L' U2 L F U' B',
8,B F' L' U2 L F U2 B',
8,B F' L2 B L2 B2 U2 F,
8,B F' L2 F' L2 F2 U B',
8,B F' L2 F' L2 F2 U' B',
8,B F' L2 F' L2 F2 U2 B',
8,B F' U B' L' U L F,
8,B F' U B' R' U' R F,
8,B F' U F R U2 R' B',
8,B F' U F2 R' F' R B',
8,B F' U' B' F R' U R,
8,B F' U' B' F R' U' R,
8,B F' U' B' F R' U2 R,
8,B F' U' B' L' U L F,
8,B F' U' B' R' U R F,
8,B F' U' B' R' U' R F,
8,B F' U' B' R' U2 R F,
8,B F' U' F L U L' B',
8,B F' U' F L U' L' B',
8,B F' U' F L U2 L' B',
8,B F' U' F L' B L B2,
8,B F' U' F R U2 R' B',
8,B F' U' F2 U' B' U F',
8,B F' U2 F R U R' B',
8,B F' U2 F R U2 R' B',
8,B F' U2 F2 R' F' R B',
8,B F' U2 L U L' B' F,
8,B F' U2 L' U L B' F,
8,B F' U2 L' U2 L B' F,
8,B L F R' F' L' R B',
8,B L R U L' R' U B',
8,B L R U L' R' U' B',
8,B L R U L' R' U2 B',
8,B L R U R' U L' B',
8,B L R U R' U' L' B',
8,B L R U R' U2 L' B',
8,B L R' F R F' L' B',
8,B L R' F2 R F2 L' B',
8,B L U L' B' F' U F,
8,B L U L' F' U2 B' F,
8,B L U L' F' U2 F B',
8,B L U L' R U2 R' B',
8,B L U R U' L' R' B',
8,B L U' L' B' F' U2 F,
8,B L U' L' F' U B' F,
8,B L U' R U2 L' R' B',
8,B L U2 L' B' F' U2 F,
8,B L U2 L' F' B' U2 F,
8,B L U2 L' F' U2 B' F,
8,B L U2 R U' L' R' B',
8,B L U2 R U2 L' R' B',
8,B L' R U R' U' L B',
8,B L' U R U' L R' B',
8,B R U L R' U L' B',
8,B R U L R' U' L' B',
8,B R U L R' U2 L' B',
8,B R U L' R' B L B2,
8,B R U' L U' L' R' B',
8,B R U' R' B' F' U F,
8,B R U' R' B' F' U' F,
8,B R U' R' F' B' U F,
8,B R U' R' F' B' U' F,
8,B R U' R' F' U' B' F,
8,B R U' R' F' U2 B' F,
8,B R U' R2 F R B' F',
8,B R U' R2 F R F' B',
8,B R U2 L U' L' R' B',
8,B R U2 R' F' U2 B' F,
8,B U B F' U' F U B2,
8,B U B' F D R' D' F',
8,B U B' F' L' U' L F,
8,B U B' F' R' U' R F,
8,B U B2 R' F R B F',
8,B U B2 R' F R F' B,
8,B U F B' D R' D' F',
8,B U F' B' L' U' L F,
8,B U F' L' U' L B' F,
8,B U F' L' U' L F B',
8,B U' B' F D R2 D' F',
8,B U' B' F' L' U L F,
8,B U' B' F' R' U R F,
8,B U' B' F' R' U' R F,
8,B U' F' B' R' U' R F,
8,B U' F' L U L' B' F,
8,B U' F' L' U L B' F,
8,B U' F2 L F L' B' F,
8,B U2 B' F D R' D' F',
8,B U2 B' F D R2 D' F',
8,B U2 B' F' L' U L F,
8,B U2 B' F' L' U' L F,
8,B U2 F' L U' L' B' F,
8,B U2 F' L' U' L B' F,
8,B U2 F2 L F L' B' F,
8,B U2 L R U' L' R' B',
8,B' D' R D B F' U F,
8,B' D' R D B F' U2 F,
8,B' D' R U' R2 D U B,
8,B' D' R' D B F' U F,
8,B' D' R' D B F' U2 F,
8,B' D' R' D F' B U F,
8,B' D' R' D F' B U2 F,
8,B' D' R' U' R2 D U B,
8,B' D' R2 U' R D U B,
